,episode_step,tracking_error,state,reference,reward,action,algorithm,reward_type,run,observation
1,1,0.015912075476880408,-0.10127408670535606,0.02486898871648548,-0.015912075476880408,0.05222387611865997,DSAC,sq_error,giddy-energy-596,states + ref + error
2,2,0.017861847233757493,-0.09683576669410637,0.0368124552684678,-0.017861847233757493,0.01818416267633438,DSAC,sq_error,giddy-energy-596,states + ref + error
3,3,0.015942170178214872,-0.07808693962646895,0.04817536741017153,-0.015942170178214872,-0.0016866102814674377,DSAC,sq_error,giddy-energy-596,states + ref + error
4,4,0.012817034917049297,-0.05443381913765156,0.058778525229247314,-0.012817034917049297,-0.011333070695400238,DSAC,sq_error,giddy-energy-596,states + ref + error
5,5,0.009584072529001831,-0.029443565842428146,0.06845471059286887,-0.009584072529001831,-0.017414860427379608,DSAC,sq_error,giddy-energy-596,states + ref + error
6,6,0.006889231240155625,-0.00595006872371728,0.07705132427757894,-0.006889231240155625,-0.02025522291660309,DSAC,sq_error,giddy-energy-596,states + ref + error
7,7,0.0051027209744245,0.012999460173610686,0.08443279255020152,-0.0051027209744245,-0.018884040415287018,DSAC,sq_error,giddy-energy-596,states + ref + error
8,8,0.004358274544545007,0.02446547609734876,0.09048270524660196,-0.004358274544545007,-0.012692362070083618,DSAC,sq_error,giddy-energy-596,states + ref + error
9,9,0.003983353556869482,0.03199183731862552,0.09510565162951536,-0.003983353556869482,-0.010335095226764679,DSAC,sq_error,giddy-energy-596,states + ref + error
10,10,0.0037829735283971383,0.03672284300946668,0.09822872507286887,-0.0037829735283971383,-0.00893477350473404,DSAC,sq_error,giddy-energy-596,states + ref + error
11,11,0.003718907508352267,0.038819826825670284,0.09980267284282716,-0.003718907508352267,-0.007221981883049011,DSAC,sq_error,giddy-energy-596,states + ref + error
12,12,0.0036913162553800904,0.03904646941157176,0.09980267284282716,-0.0036913162553800904,-0.006046749651432037,DSAC,sq_error,giddy-energy-596,states + ref + error
13,13,0.003632492811856027,0.037958559884311224,0.09822872507286888,-0.003632492811856027,-0.005222581326961517,DSAC,sq_error,giddy-energy-596,states + ref + error
14,14,0.003502001195598012,0.03592794302570058,0.09510565162951534,-0.003502001195598012,-0.004570811986923218,DSAC,sq_error,giddy-energy-596,states + ref + error
15,15,0.003284333705335551,0.03317359859385827,0.09048270524660196,-0.003284333705335551,-0.003930620849132538,DSAC,sq_error,giddy-energy-596,states + ref + error
16,16,0.0029916227494336412,0.02973706374590051,0.0844327925502015,-0.0029916227494336412,-0.003080025315284729,DSAC,sq_error,giddy-energy-596,states + ref + error
17,17,0.002744833019440965,0.024660170258594304,0.0770513242775789,-0.002744833019440965,-0.0005630925297737122,DSAC,sq_error,giddy-energy-596,states + ref + error
18,18,0.0025663150229583284,0.01779590066845066,0.06845471059286883,-0.0025663150229583284,0.0026611536741256714,DSAC,sq_error,giddy-energy-596,states + ref + error
19,19,0.002434027530167612,0.00944266068662864,0.05877852522924725,-0.002434027530167612,0.006002284586429596,DSAC,sq_error,giddy-energy-596,states + ref + error
20,20,0.002781414612548497,-0.004563751017694727,0.048175367410171484,-0.002781414612548497,0.015927426517009735,DSAC,sq_error,giddy-energy-596,states + ref + error
21,21,0.0036312927272907683,-0.023447753221801933,0.036812455268467735,-0.0036312927272907683,0.026198245584964752,DSAC,sq_error,giddy-energy-596,states + ref + error
22,22,0.0049552502798686495,-0.04552454990652069,0.024868988716485397,-0.0049552502798686495,0.03541722893714905,DSAC,sq_error,giddy-energy-596,states + ref + error
23,23,0.006850837463985331,-0.07023646258013794,0.012533323356430322,-0.006850837463985331,0.04492589831352234,DSAC,sq_error,giddy-energy-596,states + ref + error
24,24,0.009515234552199096,-0.09754606374528453,-7.6571373978539e-17,-0.009515234552199096,0.05539578199386597,DSAC,sq_error,giddy-energy-596,states + ref + error
25,25,0.014270042342046695,-0.13199060585543393,-0.012533323356430563,-0.014270042342046695,0.07351488620042801,DSAC,sq_error,giddy-energy-596,states + ref + error
26,26,0.018470142338673733,-0.1607738905363748,-0.024868988716485588,-0.018470142338673733,0.07505912333726883,DSAC,sq_error,giddy-energy-596,states + ref + error
27,27,0.02171692684513868,-0.18417909615146652,-0.036812455268467915,-0.02171692684513868,0.0763091966509819,DSAC,sq_error,giddy-energy-596,states + ref + error
28,28,0.024373557063982518,-0.20429569620812968,-0.04817536741017166,-0.024373557063982518,0.07980263978242874,DSAC,sq_error,giddy-energy-596,states + ref + error
29,29,0.024636932290447038,-0.21574008832813807,-0.058778525229247404,-0.024636932290447038,0.07497280836105347,DSAC,sq_error,giddy-energy-596,states + ref + error
30,30,0.023097595386218157,-0.2204336413241324,-0.06845471059286899,-0.023097595386218157,0.07115964591503143,DSAC,sq_error,giddy-energy-596,states + ref + error
31,31,0.02067789945357469,-0.22084944475755852,-0.07705132427757905,-0.02067789945357469,0.06940897554159164,DSAC,sq_error,giddy-energy-596,states + ref + error
32,32,0.01808758479680962,-0.21892288436669796,-0.08443279255020163,-0.01808758479680962,0.06935788691043854,DSAC,sq_error,giddy-energy-596,states + ref + error
33,33,0.015447278262450233,-0.21476978527687002,-0.09048270524660205,-0.015447278262450233,0.06871400028467178,DSAC,sq_error,giddy-energy-596,states + ref + error
34,34,0.012819022916310631,-0.20832677561400265,-0.09510565162951541,-0.012819022916310631,0.06720979511737823,DSAC,sq_error,giddy-energy-596,states + ref + error
35,35,0.010422284849882701,-0.20031831734300534,-0.09822872507286891,-0.010422284849882701,0.06595207005739212,DSAC,sq_error,giddy-energy-596,states + ref + error
36,36,0.008532614583267376,-0.1921748254823937,-0.09980267284282718,-0.008532614583267376,0.06610804051160812,DSAC,sq_error,giddy-energy-596,states + ref + error
37,37,0.007053150923810268,-0.18378571234373034,-0.09980267284282714,-0.007053150923810268,0.0657457783818245,DSAC,sq_error,giddy-energy-596,states + ref + error
38,38,0.005898504086223416,-0.17503044436497464,-0.09822872507286884,-0.005898504086223416,0.06484652310609818,DSAC,sq_error,giddy-energy-596,states + ref + error
39,39,0.005001063371836064,-0.1658238485227907,-0.09510565162951531,-0.005001063371836064,0.06345148384571075,DSAC,sq_error,giddy-energy-596,states + ref + error
40,40,0.0042997572202130106,-0.1560552392849705,-0.09048270524660189,-0.0042997572202130106,0.06151736527681351,DSAC,sq_error,giddy-energy-596,states + ref + error
41,41,0.003756823205336029,-0.1457257220391403,-0.08443279255020146,-0.003756823205336029,0.05919255316257477,DSAC,sq_error,giddy-energy-596,states + ref + error
42,42,0.0033609387870110804,-0.13502492850408082,-0.07705132427757891,-0.0033609387870110804,0.05675967037677765,DSAC,sq_error,giddy-energy-596,states + ref + error
43,43,0.0030822008456771353,-0.12397228299726287,-0.06845471059286883,-0.0030822008456771353,0.054020531475543976,DSAC,sq_error,giddy-energy-596,states + ref + error
44,44,0.0028932416119676293,-0.11256738664095255,-0.05877852522924734,-0.0028932416119676293,0.05096103996038437,DSAC,sq_error,giddy-energy-596,states + ref + error
45,45,0.0027810841341885744,-0.10091135260233973,-0.048175367410171616,-0.0027810841341885744,0.047739192843437195,DSAC,sq_error,giddy-energy-596,states + ref + error
46,46,0.0027265895478178967,-0.08902921070020546,-0.036812455268467874,-0.0027265895478178967,0.04427633434534073,DSAC,sq_error,giddy-energy-596,states + ref + error
47,47,0.0026780581526726997,-0.07661894671330625,-0.024868988716485622,-0.0026780581526726997,0.0401119664311409,DSAC,sq_error,giddy-energy-596,states + ref + error
48,48,0.0024780188782532893,-0.06231302683338286,-0.012533323356430643,-0.0024780188782532893,0.033634014427661896,DSAC,sq_error,giddy-energy-596,states + ref + error
49,49,0.0018751734051643285,-0.04330327245329556,-2.0212861992297212e-16,-0.0018751734051643285,0.022433951497077942,DSAC,sq_error,giddy-energy-596,states + ref + error
50,50,0.0014508976945474936,-0.025557327655957297,0.012533323356430155,-0.0014508976945474936,0.018645882606506348,DSAC,sq_error,giddy-energy-596,states + ref + error
51,51,0.0014335742158430912,-0.012993581400228948,0.024868988716485144,-0.0014335742158430912,0.020555555820465088,DSAC,sq_error,giddy-energy-596,states + ref + error
52,52,0.0014384882722789539,-0.0011149526614050737,0.03681245526846741,-0.0014384882722789539,0.01682990789413452,DSAC,sq_error,giddy-energy-596,states + ref + error
53,53,0.0014451947304572606,0.010159650522845926,0.0481753674101711,-0.0014451947304572606,0.0130138099193573,DSAC,sq_error,giddy-energy-596,states + ref + error
54,54,0.0014711862482924517,0.02042247944383708,0.05877852522924686,-0.0014711862482924517,0.009825415909290314,DSAC,sq_error,giddy-energy-596,states + ref + error
55,55,0.0013980027882297959,0.031064835115277075,0.06845471059286855,-0.0013980027882297959,0.004754066467285156,DSAC,sq_error,giddy-energy-596,states + ref + error
56,56,0.0013135660370554281,0.04080817268923811,0.0770513242775786,-0.0013135660370554281,0.0014043226838111877,DSAC,sq_error,giddy-energy-596,states + ref + error
57,57,0.0013234054790078882,0.048054152127449165,0.0844327925502012,-0.0013234054790078882,0.0005294308066368103,DSAC,sq_error,giddy-energy-596,states + ref + error
58,58,0.0013931155478602586,0.053158242117706464,0.09048270524660168,-0.0013931155478602586,-0.0003332272171974182,DSAC,sq_error,giddy-energy-596,states + ref + error
59,59,0.0015297417770936564,0.05599373813639061,0.09510565162951513,-0.0015297417770936564,-0.0005061551928520203,DSAC,sq_error,giddy-energy-596,states + ref + error
60,60,0.001722930387882576,0.05672052843795605,0.09822872507286873,-0.001722930387882576,-0.0003348216414451599,DSAC,sq_error,giddy-energy-596,states + ref + error
61,61,0.0019249118791169965,0.05592885514802198,0.09980267284282712,-0.0019249118791169965,-0.0004400312900543213,DSAC,sq_error,giddy-energy-596,states + ref + error
62,62,0.0020965465048805414,0.05401461211865435,0.0998026728428272,-0.0020965465048805414,-0.0006359070539474487,DSAC,sq_error,giddy-energy-596,states + ref + error
63,63,0.0022045813743861685,0.05127575525853068,0.09822872507286903,-0.0022045813743861685,-0.000848039984703064,DSAC,sq_error,giddy-energy-596,states + ref + error
64,64,0.002228806018897059,0.047895419487563,0.09510565162951565,-0.002228806018897059,-0.0009650141000747681,DSAC,sq_error,giddy-energy-596,states + ref + error
65,65,0.0021790756972440597,0.04380213437130075,0.09048270524660239,-0.0021790756972440597,-0.0006525591015815735,DSAC,sq_error,giddy-energy-596,states + ref + error
66,66,0.002078450423624892,0.038842767066277414,0.08443279255020199,-0.002078450423624892,0.0002250969409942627,DSAC,sq_error,giddy-energy-596,states + ref + error
67,67,0.0019655968126387324,0.03271627253926833,0.07705132427757955,-0.0019655968126387324,0.0019203796982765198,DSAC,sq_error,giddy-energy-596,states + ref + error
68,68,0.0018713404548126803,0.025195717830523885,0.06845471059286962,-0.0018713404548126803,0.004398636519908905,DSAC,sq_error,giddy-energy-596,states + ref + error
69,69,0.0018209503152494702,0.016105930800862783,0.0587785252292482,-0.0018209503152494702,0.007646918296813965,DSAC,sq_error,giddy-energy-596,states + ref + error
70,70,0.002218977962106869,0.0010693384743041823,0.04817536741017256,-0.002218977962106869,0.017848528921604156,DSAC,sq_error,giddy-energy-596,states + ref + error
71,71,0.0030808748860958884,-0.018693174050509933,0.036812455268468956,-0.0030808748860958884,0.027851857244968414,DSAC,sq_error,giddy-energy-596,states + ref + error
72,72,0.004431444292193483,-0.04170010540528632,0.024868988716486753,-0.004431444292193483,0.03710737079381943,DSAC,sq_error,giddy-energy-596,states + ref + error
73,73,0.006292254137009343,-0.06679040661770232,0.0125333233564318,-0.006292254137009343,0.04582017660140991,DSAC,sq_error,giddy-energy-596,states + ref + error
74,74,0.008942232411063844,-0.09456337774774952,1.457824875494621e-15,-0.008942232411063844,0.0563315823674202,DSAC,sq_error,giddy-energy-596,states + ref + error
75,75,0.0135212816427637,-0.1288143692872413,-0.012533323356428908,-0.0135212816427637,0.07344977557659149,DSAC,sq_error,giddy-energy-596,states + ref + error
76,76,0.017737024003424962,-0.15804940771051235,-0.02486898871648393,-0.017737024003424962,0.07576333731412888,DSAC,sq_error,giddy-energy-596,states + ref + error
77,77,0.021052831817512677,-0.18190839531336456,-0.0368124552684664,-0.021052831817512677,0.0769965723156929,DSAC,sq_error,giddy-energy-596,states + ref + error
78,78,0.02379447050439191,-0.20242993137633586,-0.04817536741017016,-0.02379447050439191,0.08041784167289734,DSAC,sq_error,giddy-energy-596,states + ref + error
79,79,0.024123415042492668,-0.21409566865679125,-0.05877852522924598,-0.024123415042492668,0.07532532513141632,DSAC,sq_error,giddy-energy-596,states + ref + error
80,80,0.022630478588034804,-0.2188890104982908,-0.06845471059286762,-0.022630478588034804,0.0713130310177803,DSAC,sq_error,giddy-energy-596,states + ref + error
81,81,0.020273916422166145,-0.2194378279293149,-0.07705132427757778,-0.020273916422166145,0.06957121193408966,DSAC,sq_error,giddy-energy-596,states + ref + error
82,82,0.017765944443230274,-0.21772174349224335,-0.08443279255020061,-0.017765944443230274,0.06960766762495041,DSAC,sq_error,giddy-energy-596,states + ref + error
83,83,0.015157748983351963,-0.21359951556652448,-0.09048270524660122,-0.015157748983351963,0.0687008872628212,DSAC,sq_error,giddy-energy-596,states + ref + error
84,84,0.012575396784218254,-0.20724572824897433,-0.0951056516295148,-0.012575396784218254,0.06724794209003448,DSAC,sq_error,giddy-energy-596,states + ref + error
85,85,0.010244835231900189,-0.1994454985439696,-0.09822872507286852,-0.010244835231900189,0.06614682078361511,DSAC,sq_error,giddy-energy-596,states + ref + error
86,86,0.008407364862609235,-0.19149435655846853,-0.09980267284282704,-0.008407364862609235,0.06629432737827301,DSAC,sq_error,giddy-energy-596,states + ref + error
87,87,0.006965371349747792,-0.18326147315620223,-0.09980267284282729,-0.006965371349747792,0.06589721888303757,DSAC,sq_error,giddy-energy-596,states + ref + error
88,88,0.005837311754614805,-0.17463102709718525,-0.09822872507286923,-0.005837311754614805,0.06496769934892654,DSAC,sq_error,giddy-energy-596,states + ref + error
89,89,0.004958572888108278,-0.165522786533659,-0.09510565162951598,-0.004958572888108278,0.06354719400405884,DSAC,sq_error,giddy-energy-596,states + ref + error
90,90,0.004270305021449742,-0.15583027613833333,-0.09048270524660285,-0.004270305021449742,0.061591461300849915,DSAC,sq_error,giddy-energy-596,states + ref + error
91,91,0.0037364629614579734,-0.14555940673304427,-0.08443279255020265,-0.0037364629614579734,0.0592498853802681,DSAC,sq_error,giddy-energy-596,states + ref + error
92,92,0.00334773422366459,-0.13491093215444544,-0.07705132427758034,-0.00334773422366459,0.05681471526622772,DSAC,sq_error,giddy-energy-596,states + ref + error
93,93,0.0030732876534531515,-0.12389195126602397,-0.06845471059287041,-0.0030732876534531515,0.05405557155609131,DSAC,sq_error,giddy-energy-596,states + ref + error
94,94,0.002887037829479066,-0.11250968778394416,-0.05877852522924908,-0.002887037829479066,0.05098439007997513,DSAC,sq_error,giddy-energy-596,states + ref + error
95,95,0.002776666273312614,-0.10086944936737828,-0.0481753674101735,-0.002776666273312614,0.0477554053068161,DSAC,sq_error,giddy-energy-596,states + ref + error
96,96,0.002723272352992577,-0.08899743733220719,-0.036812455268469955,-0.002723272352992577,0.04428620636463165,DSAC,sq_error,giddy-energy-596,states + ref + error
97,97,0.0026755543084302723,-0.07659474930471184,-0.024868988716487798,-0.0026755543084302723,0.04011920094490051,DSAC,sq_error,giddy-energy-596,states + ref + error
98,98,0.0024761907585992234,-0.06229466134687705,-0.012533323356432868,-0.0024761907585992234,0.033639512956142426,DSAC,sq_error,giddy-energy-596,states + ref + error
99,99,0.0018739888012520491,-0.04328959229713614,-2.5358854471262447e-15,-0.0018739888012520491,0.0224384143948555,DSAC,sq_error,giddy-energy-596,states + ref + error
0,0,0.0026788561986580642,-0.03922434466153638,0.012533323356430426,-0.0026788561986580642,0.0572027862071991,TD3,sq_error,helpful-disco-595,state + error
1,1,0.010869010378899112,-0.07938555736616318,0.02486898871648548,-0.010869010378899112,0.06748810410499573,TD3,sq_error,helpful-disco-595,state + error
2,2,0.01796639522498022,-0.09722632727218432,0.0368124552684678,-0.01796639522498022,0.044892817735672,TD3,sq_error,helpful-disco-595,state + error
3,3,0.018484898649347367,-0.08778381267468838,0.04817536741017153,-0.018484898649347367,0.01076805591583252,TD3,sq_error,helpful-disco-595,state + error
4,4,0.01788787372317832,-0.07496703067141923,0.058778525229247314,-0.01788787372317832,0.00556492805480957,TD3,sq_error,helpful-disco-595,state + error
5,5,0.017109150933034105,-0.06234724250047797,0.06845471059286887,-0.017109150933034105,0.004468798637390137,TD3,sq_error,helpful-disco-595,state + error
6,6,0.016294190918030176,-0.050597376922355636,0.07705132427757894,-0.016294190918030176,0.00401836633682251,TD3,sq_error,helpful-disco-595,state + error
7,7,0.015522544697586401,-0.04015671221479224,0.08443279255020152,-0.015522544697586401,0.004057705402374268,TD3,sq_error,helpful-disco-595,state + error
8,8,0.014757967659147907,-0.030999670673314536,0.09048270524660196,-0.014757967659147907,0.004052400588989258,TD3,sq_error,helpful-disco-595,state + error
9,9,0.014001101570011025,-0.02322059892382139,0.09510565162951536,-0.014001101570011025,0.004221200942993164,TD3,sq_error,helpful-disco-595,state + error
10,10,0.01324239686685861,-0.016846888620296412,0.09822872507286887,-0.01324239686685861,0.004533439874649048,TD3,sq_error,helpful-disco-595,state + error
11,11,0.012511400864031954,-0.012051700625678546,0.09980267284282716,-0.012511400864031954,0.00525212287902832,TD3,sq_error,helpful-disco-595,state + error
12,12,0.011820362812882054,-0.008918819111993128,0.09980267284282716,-0.011820362812882054,0.006327837705612183,TD3,sq_error,helpful-disco-595,state + error
13,13,0.011173953099537032,-0.0074781957012083015,0.09822872507286888,-0.011173953099537032,0.0077432990074157715,TD3,sq_error,helpful-disco-595,state + error
14,14,0.010573547707074584,-0.007722105844206628,0.09510565162951534,-0.010573547707074584,0.00949123501777649,TD3,sq_error,helpful-disco-595,state + error
15,15,0.01001906788555624,-0.00961258877642512,0.09048270524660196,-0.01001906788555624,0.011564314365386963,TD3,sq_error,helpful-disco-595,state + error
16,16,0.009509836622276405,-0.013085598650004436,0.0844327925502015,-0.009509836622276405,0.013951420783996582,TD3,sq_error,helpful-disco-595,state + error
17,17,0.009204753647456406,-0.018890083088877883,0.0770513242775789,-0.009204753647456406,0.017855793237686157,TD3,sq_error,helpful-disco-595,state + error
18,18,0.009194036464538731,-0.027430827756450206,0.06845471059286883,-0.009194036464538731,0.02297431230545044,TD3,sq_error,helpful-disco-595,state + error
19,19,0.009427867622666338,-0.038318681850391945,0.05877852522924725,-0.009427867622666338,0.02828332781791687,TD3,sq_error,helpful-disco-595,state + error
20,20,0.009874774088759253,-0.05119653047227439,0.048175367410171484,-0.009874774088759253,0.03378865122795105,TD3,sq_error,helpful-disco-595,state + error
21,21,0.010507210189235658,-0.06569222847445036,0.036812455268467735,-0.010507210189235658,0.03942310810089111,TD3,sq_error,helpful-disco-595,state + error
22,22,0.010920292853212032,-0.07963121632260547,0.024868988716485397,-0.010920292853212032,0.0424993634223938,TD3,sq_error,helpful-disco-595,state + error
23,23,0.010990226677634243,-0.09230095862057491,0.012533323356430322,-0.010990226677634243,0.04467123746871948,TD3,sq_error,helpful-disco-595,state + error
24,24,0.010737896812850601,-0.10362382357764366,-7.6571373978539e-17,-0.010737896812850601,0.046671926975250244,TD3,sq_error,helpful-disco-595,state + error
25,25,0.010428590001481601,-0.11465379143938444,-0.012533323356430563,-0.010428590001481601,0.050090640783309937,TD3,sq_error,helpful-disco-595,state + error
26,26,0.01012233233676115,-0.12547879110552296,-0.024868988716485588,-0.01012233233676115,0.053716301918029785,TD3,sq_error,helpful-disco-595,state + error
27,27,0.009805192054484078,-0.1358336249973904,-0.036812455268467915,-0.009805192054484078,0.05703720450401306,TD3,sq_error,helpful-disco-595,state + error
28,28,0.009496819737949748,-0.14562699509257493,-0.04817536741017166,-0.009496819737949748,0.06023299694061279,TD3,sq_error,helpful-disco-595,state + error
29,29,0.00921665871028782,-0.15478195595069516,-0.058778525229247404,-0.00921665871028782,0.06328561902046204,TD3,sq_error,helpful-disco-595,state + error
30,30,0.008971248546220204,-0.16317138571515252,-0.06845471059286899,-0.008971248546220204,0.0660855770111084,TD3,sq_error,helpful-disco-595,state + error
31,31,0.008756219813716225,-0.17062599934362577,-0.07705132427757905,-0.008756219813716225,0.06852340698242188,TD3,sq_error,helpful-disco-595,state + error
32,32,0.008577437754289022,-0.17704725013803735,-0.08443279255020163,-0.008577437754289022,0.07064342498779297,TD3,sq_error,helpful-disco-595,state + error
33,33,0.00844094512220944,-0.18235732155714476,-0.09048270524660205,-0.00844094512220944,0.07243102788925171,TD3,sq_error,helpful-disco-595,state + error
34,34,0.008349273468346817,-0.18648001055118893,-0.09510565162951541,-0.008349273468346817,0.07384800910949707,TD3,sq_error,helpful-disco-595,state + error
35,35,0.008303656510189003,-0.18935312636137672,-0.09822872507286891,-0.008303656510189003,0.0748746395111084,TD3,sq_error,helpful-disco-595,state + error
36,36,0.008304399042872683,-0.19093114832043342,-0.09980267284282718,-0.008304399042872683,0.0754983127117157,TD3,sq_error,helpful-disco-595,state + error
37,37,0.008350812278664188,-0.19118545173832904,-0.09980267284282714,-0.008350812278664188,0.07571089267730713,TD3,sq_error,helpful-disco-595,state + error
38,38,0.008441601272259038,-0.1901069122135555,-0.09822872507286884,-0.008441601272259038,0.07551255822181702,TD3,sq_error,helpful-disco-595,state + error
39,39,0.008574675756890677,-0.18770519675199784,-0.09510565162951531,-0.008574675756890677,0.07490786910057068,TD3,sq_error,helpful-disco-595,state + error
40,40,0.008747212968495385,-0.18400924141947309,-0.09048270524660189,-0.008747212968495385,0.07390767335891724,TD3,sq_error,helpful-disco-595,state + error
41,41,0.008955621640176556,-0.17906693881980415,-0.08443279255020146,-0.008955621640176556,0.07252836227416992,TD3,sq_error,helpful-disco-595,state + error
42,42,0.00919586441723332,-0.17294639410514262,-0.07705132427757891,-0.00919586441723332,0.07079437375068665,TD3,sq_error,helpful-disco-595,state + error
43,43,0.009462828231912492,-0.16573177999728958,-0.06845471059286883,-0.009462828231912492,0.06873086094856262,TD3,sq_error,helpful-disco-595,state + error
44,44,0.00975100126441569,-0.15752568348919774,-0.05877852522924734,-0.00975100126441569,0.06637248396873474,TD3,sq_error,helpful-disco-595,state + error
45,45,0.010054562542238455,-0.14844780899926655,-0.048175367410171616,-0.010054562542238455,0.06375879049301147,TD3,sq_error,helpful-disco-595,state + error
46,46,0.010355714375726644,-0.13857548576445225,-0.036812455268467874,-0.010355714375726644,0.06084924936294556,TD3,sq_error,helpful-disco-595,state + error
47,47,0.010654774687031179,-0.1280909567612346,-0.024868988716485622,-0.010654774687031179,0.057811439037323,TD3,sq_error,helpful-disco-595,state + error
48,48,0.010949282829948606,-0.11717214421154448,-0.012533323356430643,-0.010949282829948606,0.05467933416366577,TD3,sq_error,helpful-disco-595,state + error
49,49,0.01122838515742935,-0.10596407484345528,-2.0212861992297212e-16,-0.01122838515742935,0.051448166370391846,TD3,sq_error,helpful-disco-595,state + error
50,50,0.011453858699486527,-0.0944893784384999,0.012533323356430155,-0.011453858699486527,0.04797869920730591,TD3,sq_error,helpful-disco-595,state + error
51,51,0.011642320893702377,-0.08303059837124369,0.024868988716485144,-0.011642320893702377,0.04466399550437927,TD3,sq_error,helpful-disco-595,state + error
52,52,0.011805613063046429,-0.07184118278864704,0.03681245526846741,-0.011805613063046429,0.04153457283973694,TD3,sq_error,helpful-disco-595,state + error
53,53,0.011807267978390639,-0.0604858859342968,0.0481753674101711,-0.011807267978390639,0.037657707929611206,TD3,sq_error,helpful-disco-595,state + error
54,54,0.011555620015801678,-0.04871854457175598,0.05877852522924686,-0.011555620015801678,0.03322848677635193,TD3,sq_error,helpful-disco-595,state + error
55,55,0.011161388524451508,-0.037192762280132574,0.06845471059286855,-0.011161388524451508,0.029510945081710815,TD3,sq_error,helpful-disco-595,state + error
56,56,0.010418205296294999,-0.025018285775046757,0.0770513242775786,-0.010418205296294999,0.024404317140579224,TD3,sq_error,helpful-disco-595,state + error
57,57,0.009553102608588184,-0.013307181915665038,0.0844327925502012,-0.009553102608588184,0.02064192295074463,TD3,sq_error,helpful-disco-595,state + error
58,58,0.008681684330840857,-0.0026928512628222705,0.09048270524660168,-0.008681684330840857,0.01777440309524536,TD3,sq_error,helpful-disco-595,state + error
59,59,0.00796397362336628,0.0058645533430962335,0.09510565162951513,-0.00796397362336628,0.016441792249679565,TD3,sq_error,helpful-disco-595,state + error
60,60,0.00747989792496289,0.011742321950973952,0.09822872507286873,-0.00747989792496289,0.016401678323745728,TD3,sq_error,helpful-disco-595,state + error
61,61,0.00713282234089512,0.015346634924303382,0.09980267284282712,-0.00713282234089512,0.016344428062438965,TD3,sq_error,helpful-disco-595,state + error
62,62,0.006885670437511225,0.016822732872306474,0.0998026728428272,-0.006885670437511225,0.01661697030067444,TD3,sq_error,helpful-disco-595,state + error
63,63,0.006712200640415225,0.0163007039786474,0.09822872507286903,-0.006712200640415225,0.01725432276725769,TD3,sq_error,helpful-disco-595,state + error
64,64,0.006547586434663754,0.014188493778638595,0.09510565162951565,-0.006547586434663754,0.017861247062683105,TD3,sq_error,helpful-disco-595,state + error
65,65,0.006380131737962377,0.010606978408204371,0.09048270524660239,-0.006380131737962377,0.018797576427459717,TD3,sq_error,helpful-disco-595,state + error
66,66,0.006231542246280086,0.005492674446160073,0.08443279255020199,-0.006231542246280086,0.020327597856521606,TD3,sq_error,helpful-disco-595,state + error
67,67,0.006184173824373416,-0.0015881939328813858,0.07705132427757955,-0.006184173824373416,0.02302446961402893,TD3,sq_error,helpful-disco-595,state + error
68,68,0.006379190561273212,-0.011415124521979667,0.06845471059286962,-0.006379190561273212,0.027509689331054688,TD3,sq_error,helpful-disco-595,state + error
69,69,0.0068176843376108525,-0.0237907447058242,0.0587785252292482,-0.0068176843376108525,0.032562315464019775,TD3,sq_error,helpful-disco-595,state + error
70,70,0.007487129668113013,-0.03835283416661403,0.04817536741017256,-0.007487129668113013,0.037937939167022705,TD3,sq_error,helpful-disco-595,state + error
71,71,0.008367031100916217,-0.054659021711605096,0.036812455268468956,-0.008367031100916217,0.043471068143844604,TD3,sq_error,helpful-disco-595,state + error
72,72,0.009422676104512058,-0.07220148106970548,0.024868988716486753,-0.009422676104512058,0.04898935556411743,TD3,sq_error,helpful-disco-595,state + error
73,73,0.010113930796895107,-0.08803471727723625,0.0125333233564318,-0.010113930796895107,0.05083504319190979,TD3,sq_error,helpful-disco-595,state + error
74,74,0.010129907618698917,-0.10064744218656838,1.457824875494621e-15,-0.010129907618698917,0.05043104290962219,TD3,sq_error,helpful-disco-595,state + error
75,75,0.009927992757834958,-0.11217263667117912,-0.012533323356428908,-0.009927992757834958,0.052687495946884155,TD3,sq_error,helpful-disco-595,state + error
76,76,0.00968369217431822,-0.12327474146660633,-0.02486898871648393,-0.00968369217431822,0.05585962533950806,TD3,sq_error,helpful-disco-595,state + error
77,77,0.009419621122600788,-0.13386718788156873,-0.0368124552684664,-0.009419621122600788,0.05896633863449097,TD3,sq_error,helpful-disco-595,state + error
78,78,0.009149584095968425,-0.14382882576881198,-0.04817536741017016,-0.009149584095968425,0.06191721558570862,TD3,sq_error,helpful-disco-595,state + error
79,79,0.008901463735977765,-0.15312609401603436,-0.05877852522924598,-0.008901463735977765,0.06479179859161377,TD3,sq_error,helpful-disco-595,state + error
80,80,0.008684443859391771,-0.1616450741472168,-0.06845471059286762,-0.008684443859391771,0.06744357943534851,TD3,sq_error,helpful-disco-595,state + error
81,81,0.008497621828998159,-0.1692338705051482,-0.07705132427757778,-0.008497621828998159,0.0697704553604126,TD3,sq_error,helpful-disco-595,state + error
82,82,0.008342827327591295,-0.1757718714134741,-0.08443279255020061,-0.008342827327591295,0.07176181674003601,TD3,sq_error,helpful-disco-595,state + error
83,83,0.008227681499712198,-0.18118927336441834,-0.09048270524660122,-0.008227681499712198,0.0734410285949707,TD3,sq_error,helpful-disco-595,state + error
