,episode_step,tracking_error,state,reference,reward,action,algorithm,reward_type,task_type,run
43,43,0.0005680354715827871,-0.07616650525871653,-0.1,-0.0005680354715827871,0.02890130877494812,TD3,sq_error,square_q,incandescent-festival-94
44,44,0.0006263473516990539,-0.07497306747323888,-0.1,-0.0006263473516990539,0.02948397397994995,TD3,sq_error,square_q,incandescent-festival-94
45,45,0.000680345961797995,-0.07391655770804025,-0.1,-0.000680345961797995,0.03000044822692871,TD3,sq_error,square_q,incandescent-festival-94
46,46,0.0007304260787107662,-0.07297360403770481,-0.1,-0.0007304260787107662,0.030446141958236694,TD3,sq_error,square_q,incandescent-festival-94
47,47,0.000776828228785998,-0.0721283615697606,-0.1,-0.000776828228785998,0.03083452582359314,TD3,sq_error,square_q,incandescent-festival-94
48,48,0.0008194135978920767,-0.0713745987295885,-0.1,-0.0008194135978920767,0.03118276596069336,TD3,sq_error,square_q,incandescent-festival-94
49,49,0.0008572253755711169,-0.07072158857500775,-0.1,-0.0008572253755711169,0.031517982482910156,TD3,sq_error,square_q,incandescent-festival-94
50,50,0.028954596935380782,-0.07016050345300694,0.1,-0.028954596935380782,0.031821250915527344,TD3,sq_error,square_q,incandescent-festival-94
51,51,0.0021084119370027906,0.054082553021723975,0.1,-0.0021084119370027906,-0.14839693903923035,TD3,sq_error,square_q,incandescent-festival-94
52,52,1.322904247387647e-05,0.09636282493219306,0.1,-1.322904247387647e-05,-0.05686895549297333,TD3,sq_error,square_q,incandescent-festival-94
53,53,0.00021247096826190572,0.11457638392269859,0.1,-0.00021247096826190572,-0.033763498067855835,TD3,sq_error,square_q,incandescent-festival-94
54,54,0.00048301244078849696,0.12197754401175202,0.1,-0.00048301244078849696,-0.02522990107536316,TD3,sq_error,square_q,incandescent-festival-94
55,55,0.0005665673620153709,0.12380267552220488,0.1,-0.0005665673620153709,-0.022031694650650024,TD3,sq_error,square_q,incandescent-festival-94
56,56,0.0005294923964794283,0.12301070178155,0.1,-0.0005294923964794283,-0.021799743175506592,TD3,sq_error,square_q,incandescent-festival-94
57,57,0.0004319125437861009,0.12078250571480978,0.1,-0.0004319125437861009,-0.022502660751342773,TD3,sq_error,square_q,incandescent-festival-94
58,58,0.00031904877118497216,0.11786193637837097,0.1,-0.00031904877118497216,-0.02373063564300537,TD3,sq_error,square_q,incandescent-festival-94
59,59,0.0002226991576825326,0.11492310817767307,0.1,-0.0002226991576825326,-0.02553790807723999,TD3,sq_error,square_q,incandescent-festival-94
60,60,0.00014625246646046743,0.1120934885976077,0.1,-0.00014625246646046743,-0.027283936738967896,TD3,sq_error,square_q,incandescent-festival-94
61,61,8.735914848530862e-05,0.1093466116044965,0.1,-8.735914848530862e-05,-0.02879050374031067,TD3,sq_error,square_q,incandescent-festival-94
62,62,4.5986961448147547e-05,0.10678136870020703,0.1,-4.5986961448147547e-05,-0.030253112316131592,TD3,sq_error,square_q,incandescent-festival-94
63,63,1.975050624399061e-05,0.10444415416519169,0.1,-1.975050624399061e-05,-0.03163447976112366,TD3,sq_error,square_q,incandescent-festival-94
64,64,5.415318918263202e-06,0.10232708377981181,0.1,-5.415318918263202e-06,-0.032883644104003906,TD3,sq_error,square_q,incandescent-festival-94
65,65,1.5536425294567822e-07,0.10039416272394239,0.1,-1.5536425294567822e-07,-0.03397515416145325,TD3,sq_error,square_q,incandescent-festival-94
66,66,1.8770376834942621e-06,0.09862994975147105,0.1,-1.8770376834942621e-06,-0.034946709871292114,TD3,sq_error,square_q,incandescent-festival-94
67,67,8.643838491851679e-06,0.09705995944044106,0.1,-8.643838491851679e-06,-0.03586852550506592,TD3,sq_error,square_q,incandescent-festival-94
68,68,1.940011179594019e-05,0.09559544419992888,0.1,-1.940011179594019e-05,-0.03659242391586304,TD3,sq_error,square_q,incandescent-festival-94
69,69,3.3526073423055e-05,0.09420982958600915,0.1,-3.3526073423055e-05,-0.0372011661529541,TD3,sq_error,square_q,incandescent-festival-94
70,70,4.98966526615384e-05,0.09293624372861448,0.1,-4.98966526615384e-05,-0.03778529167175293,TD3,sq_error,square_q,incandescent-festival-94
71,71,6.756067195543667e-05,0.09178047008914521,0.1,-6.756067195543667e-05,-0.038320720195770264,TD3,sq_error,square_q,incandescent-festival-94
72,72,8.573278686980949e-05,0.09074079987958952,0.1,-8.573278686980949e-05,-0.03880620002746582,TD3,sq_error,square_q,incandescent-festival-94
73,73,0.00010381561509937896,0.08981100519681265,0.1,-0.00010381561509937896,-0.03924262523651123,TD3,sq_error,square_q,incandescent-festival-94
74,74,0.0001213685783505357,0.08898325917748195,0.1,-0.0001213685783505357,-0.03963351249694824,TD3,sq_error,square_q,incandescent-festival-94
75,75,0.03543742467743699,0.0882483059085446,-0.1,-0.03543742467743699,-0.03998160362243652,TD3,sq_error,square_q,incandescent-festival-94
76,76,4.549196886606537e-05,-0.10674477344809041,-0.1,-4.549196886606537e-05,0.2431272268295288,TD3,sq_error,square_q,incandescent-festival-94
77,77,9.7252928236323e-05,-0.10986168992801554,-0.1,-9.7252928236323e-05,0.007330119609832764,TD3,sq_error,square_q,incandescent-festival-94
78,78,9.373633408445419e-05,-0.1096817526349548,-0.1,-9.373633408445419e-05,0.007034957408905029,TD3,sq_error,square_q,incandescent-festival-94
79,79,7.34251247836557e-05,-0.10856884617574944,-0.1,-7.34251247836557e-05,0.009226322174072266,TD3,sq_error,square_q,incandescent-festival-94
80,80,5.252743977237452e-05,-0.1072475816499281,-0.1,-5.252743977237452e-05,0.011997222900390625,TD3,sq_error,square_q,incandescent-festival-94
81,81,3.656517611369745e-05,-0.10604691459454303,-0.1,-3.656517611369745e-05,0.014935106039047241,TD3,sq_error,square_q,incandescent-festival-94
82,82,1.632702378280614e-05,-0.10404067120449143,-0.1,-1.632702378280614e-05,0.016299277544021606,TD3,sq_error,square_q,incandescent-festival-94
83,83,1.6062309875552697e-06,-0.10126737168484833,-0.1,-1.6062309875552697e-06,0.017306745052337646,TD3,sq_error,square_q,incandescent-festival-94
84,84,3.2537637924933027e-06,-0.09819618077610497,-0.1,-3.2537637924933027e-06,0.018594086170196533,TD3,sq_error,square_q,incandescent-festival-94
85,85,2.413417300397769e-05,-0.09508734562543042,-0.1,-2.413417300397769e-05,0.01996392011642456,TD3,sq_error,square_q,incandescent-festival-94
86,86,6.261402680877671e-05,-0.09208709744728417,-0.1,-6.261402680877671e-05,0.021319568157196045,TD3,sq_error,square_q,incandescent-festival-94
87,87,0.00011489984452386103,-0.08928086549557937,-0.1,-0.00011489984452386103,0.022620737552642822,TD3,sq_error,square_q,incandescent-festival-94
88,88,0.00017683086019457453,-0.08670222348681651,-0.1,-0.00017683086019457453,0.023828327655792236,TD3,sq_error,square_q,incandescent-festival-94
89,89,0.00024448780919185306,-0.08436389405280673,-0.1,-0.00024448780919185306,0.024937212467193604,TD3,sq_error,square_q,incandescent-festival-94
90,90,0.00031464065641063243,-0.08226188689824557,-0.1,-0.00031464065641063243,0.025942981243133545,TD3,sq_error,square_q,incandescent-festival-94
91,91,0.00038475361936872205,-0.08038486249426934,-0.1,-0.00038475361936872205,0.026850104331970215,TD3,sq_error,square_q,incandescent-festival-94
92,92,0.0004530749849445308,-0.07871444186908573,-0.1,-0.0004530749849445308,0.02766057848930359,TD3,sq_error,square_q,incandescent-festival-94
93,93,0.0005184176651333931,-0.07723121291914317,-0.1,-0.0005184176651333931,0.02838224172592163,TD3,sq_error,square_q,incandescent-festival-94
94,94,0.0005800295024799527,-0.07591619833830314,-0.1,-0.0005800295024799527,0.029023468494415283,TD3,sq_error,square_q,incandescent-festival-94
95,95,0.0006374903785118423,-0.07475142818867091,-0.1,-0.0006374903785118423,0.029592275619506836,TD3,sq_error,square_q,incandescent-festival-94
96,96,0.0006906435009523956,-0.07371990295009558,-0.1,-0.0006906435009523956,0.030095666646957397,TD3,sq_error,square_q,incandescent-festival-94
97,97,0.0007400083456299634,-0.07279690558723212,-0.1,-0.0007400083456299634,0.030527114868164062,TD3,sq_error,square_q,incandescent-festival-94
98,98,0.0007856508572196497,-0.07197053590916071,-0.1,-0.0007856508572196497,0.03090730309486389,TD3,sq_error,square_q,incandescent-festival-94
99,99,0.0008274727525987685,-0.07123417387595538,-0.1,-0.0008274727525987685,0.031247764825820923,TD3,sq_error,square_q,incandescent-festival-94
0,0,0.00015581094737437956,0.08751757445948988,0.1,-0.00015581094737437956,-0.12763117253780365,TD3,sq_error,step_q,bright-fuse-93
1,1,1.220194854446991e-05,0.09650687123849265,0.1,-1.220194854446991e-05,-0.033009737730026245,TD3,sq_error,step_q,bright-fuse-93
2,2,1.35473725095915e-07,0.09963193244492904,0.1,-1.35473725095915e-07,-0.028339385986328125,TD3,sq_error,step_q,bright-fuse-93
3,3,7.47602466106694e-07,0.10086464007893846,0.1,-7.47602466106694e-07,-0.02818310260772705,TD3,sq_error,step_q,bright-fuse-93
4,4,2.189365051041986e-06,0.10147965031377079,0.1,-2.189365051041986e-06,-0.02938339114189148,TD3,sq_error,step_q,bright-fuse-93
5,5,3.278059651033382e-06,0.1018105412591359,0.1,-3.278059651033382e-06,-0.030823171138763428,TD3,sq_error,step_q,bright-fuse-93
6,6,4.119009158271854e-06,0.10202953422200067,0.1,-4.119009158271854e-06,-0.03233775496482849,TD3,sq_error,step_q,bright-fuse-93
7,7,4.638743865000454e-06,0.10215377433010064,0.1,-4.638743865000454e-06,-0.033742308616638184,TD3,sq_error,step_q,bright-fuse-93
8,8,5.003799375034236e-06,0.10223691738225493,0.1,-5.003799375034236e-06,-0.03509959578514099,TD3,sq_error,step_q,bright-fuse-93
9,9,5.2831276748649524e-06,0.10229850553074492,0.1,-5.2831276748649524e-06,-0.03637763857841492,TD3,sq_error,step_q,bright-fuse-93
10,10,5.8950177004736385e-06,0.10242796575356278,0.1,-5.8950177004736385e-06,-0.03768908977508545,TD3,sq_error,step_q,bright-fuse-93
11,11,6.705923012587165e-06,0.10258957969805665,0.1,-6.705923012587165e-06,-0.038878023624420166,TD3,sq_error,step_q,bright-fuse-93
12,12,7.492322633724573e-06,0.10273721073973573,0.1,-7.492322633724573e-06,-0.03992879390716553,TD3,sq_error,step_q,bright-fuse-93
13,13,8.421135002277105e-06,0.10290191919292684,0.1,-8.421135002277105e-06,-0.040949851274490356,TD3,sq_error,step_q,bright-fuse-93
14,14,9.420150938424904e-06,0.10306922643974421,0.1,-9.420150938424904e-06,-0.04188677668571472,TD3,sq_error,step_q,bright-fuse-93
15,15,1.042228655906199e-05,0.10322835663442904,0.1,-1.042228655906199e-05,-0.042746901512145996,TD3,sq_error,step_q,bright-fuse-93
16,16,1.1407387791738551e-05,0.10337748246357233,0.1,-1.1407387791738551e-05,-0.04354536533355713,TD3,sq_error,step_q,bright-fuse-93
17,17,1.231608665361945e-05,0.10350942825166999,0.1,-1.231608665361945e-05,-0.04427793622016907,TD3,sq_error,step_q,bright-fuse-93
18,18,1.3161304365772836e-05,0.10362785120502108,0.1,-1.3161304365772836e-05,-0.04496243596076965,TD3,sq_error,step_q,bright-fuse-93
19,19,1.3792879233560232e-05,0.10371387657758847,0.1,-1.3792879233560232e-05,-0.04557007551193237,TD3,sq_error,step_q,bright-fuse-93
20,20,1.4273507550564748e-05,0.10377802958571856,0.1,-1.4273507550564748e-05,-0.046142518520355225,TD3,sq_error,step_q,bright-fuse-93
21,21,1.469458974673799e-05,0.10383335228575956,0.1,-1.469458974673799e-05,-0.04668828845024109,TD3,sq_error,step_q,bright-fuse-93
22,22,1.5082822006401784e-05,0.10388366090260232,0.1,-1.5082822006401784e-05,-0.047199398279190063,TD3,sq_error,step_q,bright-fuse-93
23,23,1.5453330376107835e-05,0.10393107242061347,0.1,-1.5453330376107835e-05,-0.04767683148384094,TD3,sq_error,step_q,bright-fuse-93
24,24,1.5801886319246057e-05,0.1039751586533428,0.1,-1.5801886319246057e-05,-0.04811984300613403,TD3,sq_error,step_q,bright-fuse-93
25,25,1.6128183652530187e-05,0.1040159909925858,0.1,-1.6128183652530187e-05,-0.048531413078308105,TD3,sq_error,step_q,bright-fuse-93
26,26,1.643344016219112e-05,0.10405381797349007,0.1,-1.643344016219112e-05,-0.04891398549079895,TD3,sq_error,step_q,bright-fuse-93
27,27,1.6718598322265324e-05,0.10408883826071237,0.1,-1.6718598322265324e-05,-0.04926955699920654,TD3,sq_error,step_q,bright-fuse-93
28,28,1.6093479493258612e-05,0.10401166791911527,0.1,-1.6093479493258612e-05,-0.049440234899520874,TD3,sq_error,step_q,bright-fuse-93
29,29,1.4494746744129094e-05,0.10380719670415506,0.1,-1.4494746744129094e-05,-0.04954037070274353,TD3,sq_error,step_q,bright-fuse-93
30,30,1.2521023085167769e-05,0.10353850577011933,0.1,-1.2521023085167769e-05,-0.04967987537384033,TD3,sq_error,step_q,bright-fuse-93
31,31,1.0492815525312463e-05,0.10323926157099307,0.1,-1.0492815525312463e-05,-0.04982924461364746,TD3,sq_error,step_q,bright-fuse-93
32,32,8.633565912507246e-06,0.10293829302699838,0.1,-8.633565912507246e-06,-0.049989521503448486,TD3,sq_error,step_q,bright-fuse-93
33,33,6.983035917617223e-06,0.10264254345614547,0.1,-6.983035917617223e-06,-0.05013646185398102,TD3,sq_error,step_q,bright-fuse-93
34,34,5.525641879620924e-06,0.10235066838997357,0.1,-5.525641879620924e-06,-0.05026119947433472,TD3,sq_error,step_q,bright-fuse-93
35,35,4.263328654471963e-06,0.10206478295577816,0.1,-4.263328654471963e-06,-0.05037014186382294,TD3,sq_error,step_q,bright-fuse-93
36,36,3.2238998968205947e-06,0.10179552217942876,0.1,-3.2238998968205947e-06,-0.05047771334648132,TD3,sq_error,step_q,bright-fuse-93
37,37,2.395784743819346e-06,0.10154783227250867,0.1,-2.395784743819346e-06,-0.0505794882774353,TD3,sq_error,step_q,bright-fuse-93
38,38,1.7446910504345994e-06,0.10132086753705079,0.1,-1.7446910504345994e-06,-0.05066971480846405,TD3,sq_error,step_q,bright-fuse-93
39,39,1.237149881782923e-06,0.10111227239549624,0.1,-1.237149881782923e-06,-0.05074755847454071,TD3,sq_error,step_q,bright-fuse-93
40,40,8.529526805214216e-07,0.10092355437334324,0.1,-8.529526805214216e-07,-0.05081954598426819,TD3,sq_error,step_q,bright-fuse-93
41,41,5.693912529704263e-07,0.10075458018326115,0.1,-5.693912529704263e-07,-0.050884902477264404,TD3,sq_error,step_q,bright-fuse-93
42,42,3.600868986107119e-07,0.10060007241113945,0.1,-3.600868986107119e-07,-0.050937309861183167,TD3,sq_error,step_q,bright-fuse-93
43,43,2.105457721163994e-07,0.10045885266929201,0.1,-2.105457721163994e-07,-0.05098266899585724,TD3,sq_error,step_q,bright-fuse-93
44,44,1.100517498724098e-07,0.10033174048573006,0.1,-1.100517498724098e-07,-0.051024556159973145,TD3,sq_error,step_q,bright-fuse-93
45,45,4.77669717941754e-08,0.10021855656428984,0.1,-4.77669717941754e-08,-0.05106253921985626,TD3,sq_error,step_q,bright-fuse-93
46,46,1.4052567486438527e-08,0.10011854352570444,0.1,-1.4052567486438527e-08,-0.05109652876853943,TD3,sq_error,step_q,bright-fuse-93
47,47,9.4139483255576e-10,0.10003068215821216,0.1,-9.4139483255576e-10,-0.05112670361995697,TD3,sq_error,step_q,bright-fuse-93
48,48,2.1231136766015284e-09,0.09995392274230598,0.1,-2.1231136766015284e-09,-0.05115345120429993,TD3,sq_error,step_q,bright-fuse-93
49,49,1.2761493242974724e-08,0.09988703322062228,0.1,-1.2761493242974724e-08,-0.05117686092853546,TD3,sq_error,step_q,bright-fuse-93
50,50,2.929017151855329e-08,0.0998288562840226,0.1,-2.929017151855329e-08,-0.05119729042053223,TD3,sq_error,step_q,bright-fuse-93
51,51,4.9141406770298214e-08,0.09977832138855926,0.1,-4.9141406770298214e-08,-0.05121506750583649,TD3,sq_error,step_q,bright-fuse-93
52,52,7.050562296667671e-08,0.09973447105060526,0.1,-7.050562296667671e-08,-0.05123052000999451,TD3,sq_error,step_q,bright-fuse-93
53,53,9.214366902368284e-08,0.09969644824325384,0.1,-9.214366902368284e-08,-0.05124393105506897,TD3,sq_error,step_q,bright-fuse-93
54,54,1.1323780015322731e-07,0.09966349175321662,0.1,-1.1323780015322731e-07,-0.05125555396080017,TD3,sq_error,step_q,bright-fuse-93
55,55,1.3326225932994287e-07,0.09963494896339013,0.1,-1.3326225932994287e-07,-0.051265642046928406,TD3,sq_error,step_q,bright-fuse-93
56,56,1.5190304100341505e-07,0.09961025259333331,0.1,-1.5190304100341505e-07,-0.05127440392971039,TD3,sq_error,step_q,bright-fuse-93
57,57,1.6903867961777084e-07,0.09958885686237301,0.1,-1.6903867961777084e-07,-0.051281943917274475,TD3,sq_error,step_q,bright-fuse-93
58,58,1.8461277001962223e-07,0.09957033411815736,0.1,-1.8461277001962223e-07,-0.051288485527038574,TD3,sq_error,step_q,bright-fuse-93
59,59,1.986289409412237e-07,0.09955432193127638,0.1,-1.986289409412237e-07,-0.051294177770614624,TD3,sq_error,step_q,bright-fuse-93
60,60,2.111721287274666e-07,0.09954046531281364,0.1,-2.111721287274666e-07,-0.0512990802526474,TD3,sq_error,step_q,bright-fuse-93
61,61,2.223326169443761e-07,0.09952847840246244,0.1,-2.223326169443761e-07,-0.051303327083587646,TD3,sq_error,step_q,bright-fuse-93
62,62,2.3222412536986584e-07,0.09951810361552522,0.1,-2.3222412536986584e-07,-0.05130699276924133,TD3,sq_error,step_q,bright-fuse-93
63,63,2.4095682409864977e-07,0.09950912646832545,0.1,-2.4095682409864977e-07,-0.05131016671657562,TD3,sq_error,step_q,bright-fuse-93
64,64,2.4864546400259293e-07,0.0995013563757526,0.1,-2.4864546400259293e-07,-0.05131290853023529,TD3,sq_error,step_q,bright-fuse-93
65,65,2.5537850608981464e-07,0.0994946501151778,0.1,-2.5537850608981464e-07,-0.0513153076171875,TD3,sq_error,step_q,bright-fuse-93
66,66,2.6128573545836465e-07,0.09948883883612078,0.1,-2.6128573545836465e-07,-0.05131734907627106,TD3,sq_error,step_q,bright-fuse-93
67,67,2.6644323195782683e-07,0.09948381860556794,0.1,-2.6644323195782683e-07,-0.05131913721561432,TD3,sq_error,step_q,bright-fuse-93
68,68,2.7094774609493556e-07,0.09947947358751459,0.1,-2.7094774609493556e-07,-0.051320672035217285,TD3,sq_error,step_q,bright-fuse-93
69,69,2.748778095119198e-07,0.09947571209291849,0.1,-2.748778095119198e-07,-0.05132199823856354,TD3,sq_error,step_q,bright-fuse-93
70,70,2.7829183714782973e-07,0.09947246626918478,0.1,-2.7829183714782973e-07,-0.05132316052913666,TD3,sq_error,step_q,bright-fuse-93
71,71,2.8127073231770833e-07,0.09946965036785371,0.1,-2.8127073231770833e-07,-0.05132414400577545,TD3,sq_error,step_q,bright-fuse-93
72,72,2.838578009982358e-07,0.09946721692876159,0.1,-2.838578009982358e-07,-0.051325008273124695,TD3,sq_error,step_q,bright-fuse-93
73,73,2.861048156626388e-07,0.09946511233360393,0.1,-2.861048156626388e-07,-0.05132575333118439,TD3,sq_error,step_q,bright-fuse-93
74,74,2.8805799629338456e-07,0.09946328965326409,0.1,-2.8805799629338456e-07,-0.05132639408111572,TD3,sq_error,step_q,bright-fuse-93
75,75,2.8975694075537677e-07,0.09946170924143603,0.1,-2.8975694075537677e-07,-0.051326945424079895,TD3,sq_error,step_q,bright-fuse-93
76,76,2.9122294472460685e-07,0.0994603492381877,0.1,-2.9122294472460685e-07,-0.05132743716239929,TD3,sq_error,step_q,bright-fuse-93
77,77,2.924824065156047e-07,0.09945918357410707,0.1,-2.924824065156047e-07,-0.051327869296073914,TD3,sq_error,step_q,bright-fuse-93
78,78,2.935761971627117e-07,0.09945817327754834,0.1,-2.935761971627117e-07,-0.051328226923942566,TD3,sq_error,step_q,bright-fuse-93
79,79,2.945343740233883e-07,0.09945728978817109,0.1,-2.945343740233883e-07,-0.05132852494716644,TD3,sq_error,step_q,bright-fuse-93
80,80,2.9536557518946604e-07,0.09945652454039813,0.1,-2.9536557518946604e-07,-0.05132879316806793,TD3,sq_error,step_q,bright-fuse-93
81,81,2.9608161699456965e-07,0.09945586617731061,0.1,-2.9608161699456965e-07,-0.051329031586647034,TD3,sq_error,step_q,bright-fuse-93
82,82,2.967076860697898e-07,0.09945529119148871,0.1,-2.967076860697898e-07,-0.051329225301742554,TD3,sq_error,step_q,bright-fuse-93
83,83,2.9723527239902074e-07,0.0994548071236718,0.1,-2.9723527239902074e-07,-0.051329419016838074,TD3,sq_error,step_q,bright-fuse-93
84,84,2.9769355549798517e-07,0.09945438699108436,0.1,-2.9769355549798517e-07,-0.05132956802845001,TD3,sq_error,step_q,bright-fuse-93
85,85,2.9809893337625907e-07,0.09945401562900001,0.1,-2.9809893337625907e-07,-0.05132968723773956,TD3,sq_error,step_q,bright-fuse-93
86,86,2.9845633570063223e-07,0.09945368842616999,0.1,-2.9845633570063223e-07,-0.05132979154586792,TD3,sq_error,step_q,bright-fuse-93
87,87,2.9876057866706046e-07,0.0994534100452194,0.1,-2.9876057866706046e-07,-0.05132989585399628,TD3,sq_error,step_q,bright-fuse-93
88,88,2.9902006503418504e-07,0.0994531727283372,0.1,-2.9902006503418504e-07,-0.05132998526096344,TD3,sq_error,step_q,bright-fuse-93
89,89,2.9925464994267584e-07,0.09945295827403874,0.1,-2.9925464994267584e-07,-0.051330044865608215,TD3,sq_error,step_q,bright-fuse-93
90,90,2.994489043484165e-07,0.09945278075294411,0.1,-2.994489043484165e-07,-0.051330119371414185,TD3,sq_error,step_q,bright-fuse-93
91,91,2.996242954539786e-07,0.09945262051969957,0.1,-2.996242954539786e-07,-0.051330164074897766,TD3,sq_error,step_q,bright-fuse-93
92,92,2.997665020241576e-07,0.09945249063750092,0.1,-2.997665020241576e-07,-0.05133022367954254,TD3,sq_error,step_q,bright-fuse-93
93,93,2.998977106966178e-07,0.09945237082738717,0.1,-2.998977106966178e-07,-0.05133025348186493,TD3,sq_error,step_q,bright-fuse-93
94,94,2.9999276073270063e-07,0.09945228405105137,0.1,-2.9999276073270063e-07,-0.051330313086509705,TD3,sq_error,step_q,bright-fuse-93
95,95,3.0008685816591657e-07,0.09945219815793856,0.1,-3.0008685816591657e-07,-0.0513303279876709,TD3,sq_error,step_q,bright-fuse-93
96,96,3.0015456999686747e-07,0.09945213635820867,0.1,-3.0015456999686747e-07,-0.05133037269115448,TD3,sq_error,step_q,bright-fuse-93
97,97,3.0023064979066794e-07,0.09945206692946067,0.1,-3.0023064979066794e-07,-0.05133037269115448,TD3,sq_error,step_q,bright-fuse-93
98,98,3.002890483165801e-07,0.09945201364221673,0.1,-3.002890483165801e-07,-0.05133040249347687,TD3,sq_error,step_q,bright-fuse-93
99,99,3.00352616990181e-07,0.09945195564322751,0.1,-3.00352616990181e-07,-0.05133040249347687,TD3,sq_error,step_q,bright-fuse-93
0,0,0.0013553030400953283,-0.024281117289806867,0.012533323356430426,-0.0013553030400953283,0.03541034460067749,TD3,sq_error,sin_q,radiant-festival-92
1,1,0.001249308656143243,-0.010476571912018392,0.02486898871648548,-0.001249308656143243,-0.01461067795753479,TD3,sq_error,sin_q,radiant-festival-92
2,2,0.0004982099120818877,0.014491838966898353,0.0368124552684678,-0.0004982099120818877,-0.03352057933807373,TD3,sq_error,sin_q,radiant-festival-92
3,3,0.0007126624507298397,0.0214796289725512,0.04817536741017153,-0.0007126624507298397,-0.012793093919754028,TD3,sq_error,sin_q,radiant-festival-92
4,4,0.0003307761989171491,0.040591271480614755,0.058778525229247314,-0.0003307761989171491,-0.032417505979537964,TD3,sq_error,sin_q,radiant-festival-92
5,5,0.00042156011559676303,0.04792278141909752,0.06845471059286887,-0.00042156011559676303,-0.020059287548065186,TD3,sq_error,sin_q,radiant-festival-92
6,6,0.00035168510022593884,0.058298055223199675,0.07705132427757894,-0.00035168510022593884,-0.027007579803466797,TD3,sq_error,sin_q,radiant-festival-92
7,7,0.0004335209650751005,0.0636116262746275,0.08443279255020152,-0.0004335209650751005,-0.022920072078704834,TD3,sq_error,sin_q,radiant-festival-92
8,8,0.0005170216787907583,0.06774459453373141,0.09048270524660196,-0.0005170216787907583,-0.023491472005844116,TD3,sq_error,sin_q,radiant-festival-92
9,9,0.0006905751189834069,0.06882685563381938,0.09510565162951536,-0.0006905751189834069,-0.021099835634231567,TD3,sq_error,sin_q,radiant-festival-92
10,10,0.0009469961919187578,0.06745542183907939,0.09822872507286887,-0.0009469961919187578,-0.018890678882598877,TD3,sq_error,sin_q,radiant-festival-92
11,11,0.001251445471115352,0.06442689764121,0.09980267284282716,-0.001251445471115352,-0.017226368188858032,TD3,sq_error,sin_q,radiant-festival-92
12,12,0.00154800279711941,0.06045800615063863,0.09980267284282716,-0.00154800279711941,-0.016124308109283447,TD3,sq_error,sin_q,radiant-festival-92
13,13,0.001787643915230772,0.055948186816706956,0.09822872507286888,-0.001787643915230772,-0.015257686376571655,TD3,sq_error,sin_q,radiant-festival-92
14,14,0.0019405915283398558,0.0510535060706455,0.09510565162951534,-0.0019405915283398558,-0.014352351427078247,TD3,sq_error,sin_q,radiant-festival-92
15,15,0.0020306022122040398,0.04542050143671224,0.09048270524660196,-0.0020306022122040398,-0.012699782848358154,TD3,sq_error,sin_q,radiant-festival-92
16,16,0.0021007206957298877,0.03859917284010346,0.0844327925502015,-0.0021007206957298877,-0.010081231594085693,TD3,sq_error,sin_q,radiant-festival-92
17,17,0.0021629850806071118,0.030543420856685884,0.0770513242775789,-0.0021629850806071118,-0.006978213787078857,TD3,sq_error,sin_q,radiant-festival-92
18,18,0.002245302376855765,0.021070088859064036,0.06845471059286883,-0.002245302376855765,-0.003166109323501587,TD3,sq_error,sin_q,radiant-festival-92
19,19,0.002428125478111667,0.009502512016816324,0.05877852522924725,-0.002428125478111667,0.0021306276321411133,TD3,sq_error,sin_q,radiant-festival-92
20,20,0.00264720849943206,-0.003275662700333198,0.048175367410171484,-0.00264720849943206,0.006807386875152588,TD3,sq_error,sin_q,radiant-festival-92
21,21,0.0028612558606631727,-0.016678252902794802,0.036812455268467735,-0.0028612558606631727,0.01112702488899231,TD3,sq_error,sin_q,radiant-festival-92
22,22,0.002648671966307301,-0.02659626136847291,0.024868988716485397,-0.002648671966307301,0.009828001260757446,TD3,sq_error,sin_q,radiant-festival-92
23,23,0.0025835746637598196,-0.038295552922313236,0.012533323356430322,-0.0025835746637598196,0.015644073486328125,TD3,sq_error,sin_q,radiant-festival-92
24,24,0.00230963108162718,-0.048058621303853355,-7.6571373978539e-17,-0.00230963108162718,0.016581982374191284,TD3,sq_error,sin_q,radiant-festival-92
25,25,0.0011704996670987484,-0.04674588928035314,-0.012533323356430563,-0.0011704996670987484,0.003916501998901367,TD3,sq_error,sin_q,radiant-festival-92
26,26,0.0004814455709157285,-0.04681085670705851,-0.024868988716485588,-0.0004814455709157285,0.007006973028182983,TD3,sq_error,sin_q,radiant-festival-92
27,27,0.00011752109890309679,-0.04765317013895025,-0.036812455268467915,-0.00011752109890309679,0.009407281875610352,TD3,sq_error,sin_q,radiant-festival-92
28,28,1.2330750128289578e-06,-0.04928580651828563,-0.04817536741017166,-1.2330750128289578e-06,0.011913597583770752,TD3,sq_error,sin_q,radiant-festival-92
29,29,4.5965525852611676e-05,-0.051998737190332656,-0.05877852522924742,-4.5965525852611676e-05,0.014955669641494751,TD3,sq_error,sin_q,radiant-festival-92
30,30,0.00017074979370769862,-0.055387584141054935,-0.06845471059286899,-0.00017074979370769862,0.017608284950256348,TD3,sq_error,sin_q,radiant-festival-92
31,31,0.00032344754156993515,-0.05906667689238033,-0.07705132427757905,-0.00032344754156993515,0.019832760095596313,TD3,sq_error,sin_q,radiant-festival-92
32,32,0.0004705827117287804,-0.06273987408060008,-0.08443279255020164,-0.0004705827117287804,0.021687567234039307,TD3,sq_error,sin_q,radiant-festival-92
