,episode_step,tracking_error,state,reference,reward,action,algorithm,reward_type,task_type,run
23,23,1.067085720839899e-06,0.011500324943633913,0.012533323356430322,-1.067085720839899e-06,-0.0007505118846893311,TD3,sq_error,sin_q,scintillating-wish-136
24,24,2.58146006025458e-06,-0.0016066922730426092,-7.6571373978539e-17,-2.58146006025458e-06,0.007816672325134277,TD3,sq_error,sin_q,scintillating-wish-136
25,25,3.6295271904500994e-05,-0.018557879099761435,-0.012533323356430563,-3.6295271904500994e-05,0.016793102025985718,TD3,sq_error,sin_q,scintillating-wish-136
26,26,0.0001596042444521462,-0.03750244606006918,-0.024868988716485588,-0.0001596042444521462,0.02419140934944153,TD3,sq_error,sin_q,scintillating-wish-136
27,27,0.0002113408720386638,-0.051350022879270756,-0.036812455268467915,-0.0002113408720386638,0.022012382745742798,TD3,sq_error,sin_q,scintillating-wish-136
28,28,0.00015764275407283574,-0.06073095397842229,-0.04817536741017166,-0.00015764275407283574,0.019922614097595215,TD3,sq_error,sin_q,scintillating-wish-136
29,29,0.0001125151710853119,-0.06938584209475643,-0.05877852522924742,-0.0001125151710853119,0.022470325231552124,TD3,sq_error,sin_q,scintillating-wish-136
30,30,8.214631115053692e-05,-0.07751817081237329,-0.06845471059286899,-8.214631115053692e-05,0.025239527225494385,TD3,sq_error,sin_q,scintillating-wish-136
31,31,6.147043324688582e-05,-0.08489163251430583,-0.07705132427757905,-6.147043324688582e-05,0.027613341808319092,TD3,sq_error,sin_q,scintillating-wish-136
32,32,4.519843320447177e-05,-0.09115577055139068,-0.08443279255020164,-4.519843320447177e-05,0.029355645179748535,TD3,sq_error,sin_q,scintillating-wish-136
33,33,3.182902358481953e-05,-0.09612442693282688,-0.09048270524660205,-3.182902358481953e-05,0.030606627464294434,TD3,sq_error,sin_q,scintillating-wish-136
34,34,2.0932944595979332e-05,-0.09968090513024948,-0.09510565162951541,-2.0932944595979332e-05,0.03139960765838623,TD3,sq_error,sin_q,scintillating-wish-136
35,35,1.242922774958167e-05,-0.10175423606414119,-0.09822872507286891,-1.242922774958167e-05,0.03174704313278198,TD3,sq_error,sin_q,scintillating-wish-136
36,36,8.248143262637638e-06,-0.10267463093142068,-0.09980267284282718,-8.248143262637638e-06,0.03218972682952881,TD3,sq_error,sin_q,scintillating-wish-136
37,37,6.33516198051377e-06,-0.10231964761038317,-0.09980267284282714,-6.33516198051377e-06,0.032115042209625244,TD3,sq_error,sin_q,scintillating-wish-136
38,38,5.125369083281735e-06,-0.10049265287279571,-0.09822872507286884,-5.125369083281735e-06,0.03136831521987915,TD3,sq_error,sin_q,scintillating-wish-136
39,39,4.064942702711637e-06,-0.09712182193549436,-0.09510565162951531,-4.064942702711637e-06,0.030066996812820435,TD3,sq_error,sin_q,scintillating-wish-136
40,40,2.9330964722996936e-06,-0.09219533377383705,-0.09048270524660189,-2.9330964722996936e-06,0.028259724378585815,TD3,sq_error,sin_q,scintillating-wish-136
41,41,1.8433918834344918e-06,-0.08579050823598935,-0.08443279255020146,-1.8433918834344918e-06,0.02605140209197998,TD3,sq_error,sin_q,scintillating-wish-136
42,42,9.233278601513384e-07,-0.0780122237833293,-0.07705132427757891,-9.233278601513384e-07,0.023478776216506958,TD3,sq_error,sin_q,scintillating-wish-136
43,43,1.8344340509027836e-07,-0.0688830135289903,-0.06845471059286883,-1.8344340509027836e-07,0.020427733659744263,TD3,sq_error,sin_q,scintillating-wish-136
44,44,2.5749441898607033e-07,-0.058271086150158954,-0.05877852522924734,-2.5749441898607033e-07,0.016663968563079834,TD3,sq_error,sin_q,scintillating-wish-136
45,45,3.1145203405356883e-06,-0.046410567041706194,-0.048175367410171616,-3.1145203405356883e-06,0.012678295373916626,TD3,sq_error,sin_q,scintillating-wish-136
46,46,7.346316595720702e-06,-0.03410204633332161,-0.036812455268467874,-7.346316595720702e-06,0.009335368871688843,TD3,sq_error,sin_q,scintillating-wish-136
47,47,1.3955255221047739e-05,-0.021133315387479493,-0.024868988716485622,-1.3955255221047739e-05,0.005331516265869141,TD3,sq_error,sin_q,scintillating-wish-136
48,48,1.4845075175673287e-06,-0.011314919680481112,-0.012533323356430643,-1.4845075175673287e-06,0.006493806838989258,TD3,sq_error,sin_q,scintillating-wish-136
49,49,3.516952217498994e-05,-0.005930389715271024,-2.0212861992297212e-16,-3.516952217498994e-05,0.010007083415985107,TD3,sq_error,sin_q,scintillating-wish-136
50,50,0.00030767600324251054,-0.005007372275229113,0.012533323356430155,-0.00030767600324251054,0.014415085315704346,TD3,sq_error,sin_q,scintillating-wish-136
51,51,0.001019228277851578,-0.0070563660638705145,0.024868988716485144,-0.001019228277851578,0.017615854740142822,TD3,sq_error,sin_q,scintillating-wish-136
52,52,0.0018482199437212803,-0.006178473352827575,0.03681245526846741,-0.0018482199437212803,0.012937545776367188,TD3,sq_error,sin_q,scintillating-wish-136
53,53,0.002050865872359805,0.0028888807683504023,0.0481753674101711,-0.002050865872359805,2.574920654296875e-05,TD3,sq_error,sin_q,scintillating-wish-136
54,54,0.0019948143588918487,0.014115180539312941,0.05877852522924686,-0.0019948143588918487,-0.005916118621826172,TD3,sq_error,sin_q,scintillating-wish-136
55,55,0.0019013488684731937,0.024850251320069468,0.06845471059286855,-0.0019013488684731937,-0.0086212158203125,TD3,sq_error,sin_q,scintillating-wish-136
56,56,0.0018272000710627058,0.03430556342269726,0.0770513242775786,-0.0018272000710627058,-0.01023721694946289,TD3,sq_error,sin_q,scintillating-wish-136
57,57,0.001775020175547608,0.04230180424530135,0.0844327925502012,-0.001775020175547608,-0.011450409889221191,TD3,sq_error,sin_q,scintillating-wish-136
58,58,0.00172306897761891,0.04897283921912684,0.09048270524660168,-0.00172306897761891,-0.012638986110687256,TD3,sq_error,sin_q,scintillating-wish-136
59,59,0.001675245203173532,0.054175892246231046,0.09510565162951513,-0.001675245203173532,-0.013391166925430298,TD3,sq_error,sin_q,scintillating-wish-136
60,60,0.0016323842205949119,0.05782595016080468,0.09822872507286873,-0.0016323842205949119,-0.013725578784942627,TD3,sq_error,sin_q,scintillating-wish-136
61,61,0.0015941782584800559,0.059875510929161685,0.09980267284282712,-0.0015941782584800559,-0.013643860816955566,TD3,sq_error,sin_q,scintillating-wish-136
62,62,0.0015601495438220066,0.060303944460485495,0.0998026728428272,-0.0015601495438220066,-0.013141334056854248,TD3,sq_error,sin_q,scintillating-wish-136
63,63,0.0015116772676173622,0.05934843099453981,0.09822872507286903,-0.0015116772676173622,-0.012557625770568848,TD3,sq_error,sin_q,scintillating-wish-136
64,64,0.0014183886318742506,0.057444150970696294,0.09510565162951565,-0.0014183886318742506,-0.012205630540847778,TD3,sq_error,sin_q,scintillating-wish-136
65,65,0.001247410235107502,0.05516400998322237,0.09048270524660239,-0.001247410235107502,-0.012362509965896606,TD3,sq_error,sin_q,scintillating-wish-136
66,66,0.0010314278430116673,0.05231694221097436,0.08443279255020199,-0.0010314278430116673,-0.012032538652420044,TD3,sq_error,sin_q,scintillating-wish-136
67,67,0.0008042188151206468,0.04869257227540839,0.07705132427757955,-0.0008042188151206468,-0.011145144701004028,TD3,sq_error,sin_q,scintillating-wish-136
68,68,0.000587350430651027,0.04421939688227311,0.06845471059286962,-0.000587350430651027,-0.009851962327957153,TD3,sq_error,sin_q,scintillating-wish-136
69,69,0.0003957552658326257,0.038884926614803764,0.0587785252292482,-0.0003957552658326257,-0.008215546607971191,TD3,sq_error,sin_q,scintillating-wish-136
70,70,0.00023853938583546415,0.032730647087827316,0.04817536741017256,-0.00023853938583546415,-0.006303548812866211,TD3,sq_error,sin_q,scintillating-wish-136
71,71,0.00012246016546316519,0.025746283145138993,0.036812455268468956,-0.00012246016546316519,-0.00404202938079834,TD3,sq_error,sin_q,scintillating-wish-136
72,72,3.669783079648297e-05,0.018811115261512395,0.024868988716486753,-3.669783079648297e-05,-0.002719491720199585,TD3,sq_error,sin_q,scintillating-wish-136
73,73,3.1192169596929923e-06,0.010767192851714498,0.0125333233564318,-3.1192169596929923e-06,0.0004413127899169922,TD3,sq_error,sin_q,scintillating-wish-136
74,74,1.0623031264892042e-06,-0.0010306809042988033,1.457824875494621e-15,-1.0623031264892042e-06,0.007859885692596436,TD3,sq_error,sin_q,scintillating-wish-136
75,75,1.5233457111494708e-05,-0.016436329519823312,-0.012533323356428908,-1.5233457111494708e-05,0.016079425811767578,TD3,sq_error,sin_q,scintillating-wish-136
76,76,8.440120683972691e-05,-0.03405600166083787,-0.02486898871648393,-8.440120683972691e-05,0.023314446210861206,TD3,sq_error,sin_q,scintillating-wish-136
77,77,0.00011098720807250793,-0.047347501925814814,-0.0368124552684664,-0.00011098720807250793,0.0217989981174469,TD3,sq_error,sin_q,scintillating-wish-136
78,78,7.790533264073168e-05,-0.05700176716549122,-0.04817536741017016,-7.790533264073168e-05,0.02061954140663147,TD3,sq_error,sin_q,scintillating-wish-136
79,79,5.563892348640418e-05,-0.0662376755485789,-0.058778525229245995,-5.563892348640418e-05,0.023506194353103638,TD3,sq_error,sin_q,scintillating-wish-136
80,80,4.09701206671565e-05,-0.07485550122115382,-0.06845471059286762,-4.09701206671565e-05,0.02611452341079712,TD3,sq_error,sin_q,scintillating-wish-136
81,81,3.196959682287131e-05,-0.08270549060187984,-0.0770513242775778,-3.196959682287131e-05,0.028455346822738647,TD3,sq_error,sin_q,scintillating-wish-136
82,82,2.3976535891481214e-05,-0.0893293766546025,-0.08443279255020061,-2.3976535891481214e-05,0.030025064945220947,TD3,sq_error,sin_q,scintillating-wish-136
83,83,1.6806237675182786e-05,-0.09458224640082602,-0.09048270524660122,-1.6806237675182786e-05,0.031155109405517578,TD3,sq_error,sin_q,scintillating-wish-136
84,84,1.0659062830532468e-05,-0.09837047365077912,-0.0951056516295148,-1.0659062830532468e-05,0.03185790777206421,TD3,sq_error,sin_q,scintillating-wish-136
85,85,5.803359709270843e-06,-0.100637741409316,-0.09822872507286852,-5.803359709270843e-06,0.03213626146316528,TD3,sq_error,sin_q,scintillating-wish-136
