,global_step,rollout/ep_len_mean,rollout/ep_rew_mean,algorithm,reward_type,run
88,8989,101.0,-0.0750315859913826,TD3,sq_error,peach-violet-149
89,9090,101.0,-0.07479594647884369,TD3,sq_error,peach-violet-149
90,9191,101.0,-0.07466884702444077,TD3,sq_error,peach-violet-149
91,9292,101.0,-0.07456345856189728,TD3,sq_error,peach-violet-149
92,9393,101.0,-0.07456663250923157,TD3,sq_error,peach-violet-149
93,9494,101.0,-0.07462961971759796,TD3,sq_error,peach-violet-149
94,9595,101.0,-0.0744781494140625,TD3,sq_error,peach-violet-149
95,9696,101.0,-0.07455173134803772,TD3,sq_error,peach-violet-149
96,9797,101.0,-0.07450612634420395,TD3,sq_error,peach-violet-149
97,9898,101.0,-0.07462035864591599,TD3,sq_error,peach-violet-149
98,9999,101.0,-0.0743010938167572,TD3,sq_error,peach-violet-149
99,10100,101.0,-0.07409851998090744,TD3,sq_error,peach-violet-149
0,101,101.0,-6.219642162322998,TD3,sq_error,still-shadow-146
1,202,101.0,-3.283107042312622,TD3,sq_error,still-shadow-146
2,303,101.0,-2.2147152423858643,TD3,sq_error,still-shadow-146
3,404,101.0,-1.6780085563659668,TD3,sq_error,still-shadow-146
4,505,101.0,-1.350022792816162,TD3,sq_error,still-shadow-146
5,606,101.0,-1.1306184530258179,TD3,sq_error,still-shadow-146
6,707,101.0,-0.9732447266578674,TD3,sq_error,still-shadow-146
7,808,101.0,-0.8639194965362549,TD3,sq_error,still-shadow-146
8,909,101.0,-0.7805586457252502,TD3,sq_error,still-shadow-146
9,1010,101.0,-0.7083032727241516,TD3,sq_error,still-shadow-146
10,1111,101.0,-0.6508589386940002,TD3,sq_error,still-shadow-146
11,1212,101.0,-0.6036831736564636,TD3,sq_error,still-shadow-146
12,1313,101.0,-0.5589820146560669,TD3,sq_error,still-shadow-146
13,1414,101.0,-0.5197519063949585,TD3,sq_error,still-shadow-146
14,1515,101.0,-0.49341660737991333,TD3,sq_error,still-shadow-146
15,1616,101.0,-0.4679100513458252,TD3,sq_error,still-shadow-146
16,1717,101.0,-0.44116851687431335,TD3,sq_error,still-shadow-146
17,1818,101.0,-0.42098289728164673,TD3,sq_error,still-shadow-146
18,1919,101.0,-0.3996376395225525,TD3,sq_error,still-shadow-146
19,2020,101.0,-0.38131430745124817,TD3,sq_error,still-shadow-146
20,2121,101.0,-0.3693567216396332,TD3,sq_error,still-shadow-146
21,2222,101.0,-0.3573567271232605,TD3,sq_error,still-shadow-146
22,2323,101.0,-0.3435456156730652,TD3,sq_error,still-shadow-146
23,2424,101.0,-0.3301200866699219,TD3,sq_error,still-shadow-146
24,2525,101.0,-0.31814008951187134,TD3,sq_error,still-shadow-146
25,2626,101.0,-0.3083249628543854,TD3,sq_error,still-shadow-146
26,2727,101.0,-0.29853352904319763,TD3,sq_error,still-shadow-146
27,2828,101.0,-0.291609525680542,TD3,sq_error,still-shadow-146
28,2929,101.0,-0.2844506502151489,TD3,sq_error,still-shadow-146
29,3030,101.0,-0.2759765088558197,TD3,sq_error,still-shadow-146
30,3131,101.0,-0.2703506648540497,TD3,sq_error,still-shadow-146
31,3232,101.0,-0.26487475633621216,TD3,sq_error,still-shadow-146
32,3333,101.0,-0.2589694857597351,TD3,sq_error,still-shadow-146
33,3434,101.0,-0.2556819021701813,TD3,sq_error,still-shadow-146
34,3535,101.0,-0.24993722140789032,TD3,sq_error,still-shadow-146
35,3636,101.0,-0.24557127058506012,TD3,sq_error,still-shadow-146
36,3737,101.0,-0.24317938089370728,TD3,sq_error,still-shadow-146
37,3838,101.0,-0.24173103272914886,TD3,sq_error,still-shadow-146
38,3939,101.0,-0.2418418675661087,TD3,sq_error,still-shadow-146
39,4040,101.0,-0.24146610498428345,TD3,sq_error,still-shadow-146
40,4141,101.0,-0.24170738458633423,TD3,sq_error,still-shadow-146
41,4242,101.0,-0.24048557877540588,TD3,sq_error,still-shadow-146
42,4343,101.0,-0.23927249014377594,TD3,sq_error,still-shadow-146
43,4444,101.0,-0.23517440259456635,TD3,sq_error,still-shadow-146
44,4545,101.0,-0.233970507979393,TD3,sq_error,still-shadow-146
45,4646,101.0,-0.23054160177707672,TD3,sq_error,still-shadow-146
46,4747,101.0,-0.2271081656217575,TD3,sq_error,still-shadow-146
47,4848,101.0,-0.22347339987754822,TD3,sq_error,still-shadow-146
48,4949,101.0,-0.22166244685649872,TD3,sq_error,still-shadow-146
49,5050,101.0,-0.21912573277950287,TD3,sq_error,still-shadow-146
50,5151,101.0,-0.21878208220005035,TD3,sq_error,still-shadow-146
51,5252,101.0,-0.21679121255874634,TD3,sq_error,still-shadow-146
52,5353,101.0,-0.2156592607498169,TD3,sq_error,still-shadow-146
53,5454,101.0,-0.21355903148651123,TD3,sq_error,still-shadow-146
54,5555,101.0,-0.2116452306509018,TD3,sq_error,still-shadow-146
55,5656,101.0,-0.20948569476604462,TD3,sq_error,still-shadow-146
56,5757,101.0,-0.20853756368160248,TD3,sq_error,still-shadow-146
57,5858,101.0,-0.20637619495391846,TD3,sq_error,still-shadow-146
58,5959,101.0,-0.2040957361459732,TD3,sq_error,still-shadow-146
59,6060,101.0,-0.2030511349439621,TD3,sq_error,still-shadow-146
60,6161,101.0,-0.20134761929512024,TD3,sq_error,still-shadow-146
61,6262,101.0,-0.19951573014259338,TD3,sq_error,still-shadow-146
62,6363,101.0,-0.19857321679592133,TD3,sq_error,still-shadow-146
63,6464,101.0,-0.19737407565116882,TD3,sq_error,still-shadow-146
64,6565,101.0,-0.19523979723453522,TD3,sq_error,still-shadow-146
65,6666,101.0,-0.19391094148159027,TD3,sq_error,still-shadow-146
66,6767,101.0,-0.19231341779232025,TD3,sq_error,still-shadow-146
67,6868,101.0,-0.19115179777145386,TD3,sq_error,still-shadow-146
68,6969,101.0,-0.1897667646408081,TD3,sq_error,still-shadow-146
69,7070,101.0,-0.18901418149471283,TD3,sq_error,still-shadow-146
70,7171,101.0,-0.1884029656648636,TD3,sq_error,still-shadow-146
71,7272,101.0,-0.1871723085641861,TD3,sq_error,still-shadow-146
72,7373,101.0,-0.18579751253128052,TD3,sq_error,still-shadow-146
73,7474,101.0,-0.18457910418510437,TD3,sq_error,still-shadow-146
74,7575,101.0,-0.18279972672462463,TD3,sq_error,still-shadow-146
75,7676,101.0,-0.18186770379543304,TD3,sq_error,still-shadow-146
76,7777,101.0,-0.1811167597770691,TD3,sq_error,still-shadow-146
77,7878,101.0,-0.18017612397670746,TD3,sq_error,still-shadow-146
78,7979,101.0,-0.17872515320777893,TD3,sq_error,still-shadow-146
79,8080,101.0,-0.17763319611549377,TD3,sq_error,still-shadow-146
80,8181,101.0,-0.17703624069690704,TD3,sq_error,still-shadow-146
81,8282,101.0,-0.17604748904705048,TD3,sq_error,still-shadow-146
82,8383,101.0,-0.17476218938827515,TD3,sq_error,still-shadow-146
83,8484,101.0,-0.1738526076078415,TD3,sq_error,still-shadow-146
84,8585,101.0,-0.17496800422668457,TD3,sq_error,still-shadow-146
85,8686,101.0,-0.1750878244638443,TD3,sq_error,still-shadow-146
86,8787,101.0,-0.174728125333786,TD3,sq_error,still-shadow-146
87,8888,101.0,-0.17482654750347137,TD3,sq_error,still-shadow-146
88,8989,101.0,-0.1742754876613617,TD3,sq_error,still-shadow-146
89,9090,101.0,-0.17331582307815552,TD3,sq_error,still-shadow-146
90,9191,101.0,-0.17242863774299622,TD3,sq_error,still-shadow-146
91,9292,101.0,-0.17196767032146454,TD3,sq_error,still-shadow-146
92,9393,101.0,-0.17184282839298248,TD3,sq_error,still-shadow-146
93,9494,101.0,-0.17091257870197296,TD3,sq_error,still-shadow-146
94,9595,101.0,-0.17017580568790436,TD3,sq_error,still-shadow-146
95,9696,101.0,-0.16906121373176575,TD3,sq_error,still-shadow-146
96,9797,101.0,-0.1681733876466751,TD3,sq_error,still-shadow-146
97,9898,101.0,-0.1671552211046219,TD3,sq_error,still-shadow-146
98,9999,101.0,-0.16652783751487732,TD3,sq_error,still-shadow-146
99,10100,101.0,-0.1661003828048706,TD3,sq_error,still-shadow-146
0,101,101.0,-4.789505958557129,TD3,sq_error,efficient-terrain-143
1,202,101.0,-2.526266098022461,TD3,sq_error,efficient-terrain-143
2,303,101.0,-1.7377190589904785,TD3,sq_error,efficient-terrain-143
3,404,101.0,-1.3272517919540405,TD3,sq_error,efficient-terrain-143
4,505,101.0,-1.0749517679214478,TD3,sq_error,efficient-terrain-143
5,606,101.0,-0.904533863067627,TD3,sq_error,efficient-terrain-143
6,707,101.0,-0.7792638540267944,TD3,sq_error,efficient-terrain-143
7,808,101.0,-0.7243894934654236,TD3,sq_error,efficient-terrain-143
8,909,101.0,-0.6472755670547485,TD3,sq_error,efficient-terrain-143
9,1010,101.0,-0.5898637175559998,TD3,sq_error,efficient-terrain-143
10,1111,101.0,-0.5379127264022827,TD3,sq_error,efficient-terrain-143
11,1212,101.0,-0.4950074851512909,TD3,sq_error,efficient-terrain-143
12,1313,101.0,-0.45922330021858215,TD3,sq_error,efficient-terrain-143
13,1414,101.0,-0.42958706617355347,TD3,sq_error,efficient-terrain-143
14,1515,101.0,-0.4026682674884796,TD3,sq_error,efficient-terrain-143
15,1616,101.0,-0.37810319662094116,TD3,sq_error,efficient-terrain-143
16,1717,101.0,-0.35720640420913696,TD3,sq_error,efficient-terrain-143
17,1818,101.0,-0.3392655551433563,TD3,sq_error,efficient-terrain-143
18,1919,101.0,-0.32236048579216003,TD3,sq_error,efficient-terrain-143
19,2020,101.0,-0.3069126605987549,TD3,sq_error,efficient-terrain-143
20,2121,101.0,-0.2926560044288635,TD3,sq_error,efficient-terrain-143
21,2222,101.0,-0.2795957326889038,TD3,sq_error,efficient-terrain-143
22,2323,101.0,-0.2680804431438446,TD3,sq_error,efficient-terrain-143
23,2424,101.0,-0.25711503624916077,TD3,sq_error,efficient-terrain-143
24,2525,101.0,-0.24834567308425903,TD3,sq_error,efficient-terrain-143
25,2626,101.0,-0.24094022810459137,TD3,sq_error,efficient-terrain-143
26,2727,101.0,-0.23241403698921204,TD3,sq_error,efficient-terrain-143
27,2828,101.0,-0.22428053617477417,TD3,sq_error,efficient-terrain-143
28,2929,101.0,-0.21710366010665894,TD3,sq_error,efficient-terrain-143
29,3030,101.0,-0.2102651298046112,TD3,sq_error,efficient-terrain-143
30,3131,101.0,-0.2055271565914154,TD3,sq_error,efficient-terrain-143
31,3232,101.0,-0.1995100975036621,TD3,sq_error,efficient-terrain-143
32,3333,101.0,-0.1943940371274948,TD3,sq_error,efficient-terrain-143
33,3434,101.0,-0.18951164186000824,TD3,sq_error,efficient-terrain-143
34,3535,101.0,-0.18454355001449585,TD3,sq_error,efficient-terrain-143
35,3636,101.0,-0.17986977100372314,TD3,sq_error,efficient-terrain-143
36,3737,101.0,-0.1753937005996704,TD3,sq_error,efficient-terrain-143
37,3838,101.0,-0.17099429666996002,TD3,sq_error,efficient-terrain-143
38,3939,101.0,-0.1674574911594391,TD3,sq_error,efficient-terrain-143
39,4040,101.0,-0.16371408104896545,TD3,sq_error,efficient-terrain-143
40,4141,101.0,-0.16035953164100647,TD3,sq_error,efficient-terrain-143
41,4242,101.0,-0.160482257604599,TD3,sq_error,efficient-terrain-143
42,4343,101.0,-0.15707460045814514,TD3,sq_error,efficient-terrain-143
43,4444,101.0,-0.15698711574077606,TD3,sq_error,efficient-terrain-143
44,4545,101.0,-0.15388430655002594,TD3,sq_error,efficient-terrain-143
45,4646,101.0,-0.15061555802822113,TD3,sq_error,efficient-terrain-143
46,4747,101.0,-0.1475326120853424,TD3,sq_error,efficient-terrain-143
47,4848,101.0,-0.1446130871772766,TD3,sq_error,efficient-terrain-143
48,4949,101.0,-0.14188802242279053,TD3,sq_error,efficient-terrain-143
49,5050,101.0,-0.13937939703464508,TD3,sq_error,efficient-terrain-143
50,5151,101.0,-0.13680925965309143,TD3,sq_error,efficient-terrain-143
51,5252,101.0,-0.13438963890075684,TD3,sq_error,efficient-terrain-143
52,5353,101.0,-0.13209420442581177,TD3,sq_error,efficient-terrain-143
53,5454,101.0,-0.13002444803714752,TD3,sq_error,efficient-terrain-143
54,5555,101.0,-0.1277967244386673,TD3,sq_error,efficient-terrain-143
55,5656,101.0,-0.1256333440542221,TD3,sq_error,efficient-terrain-143
56,5757,101.0,-0.12372280657291412,TD3,sq_error,efficient-terrain-143
57,5858,101.0,-0.12177206575870514,TD3,sq_error,efficient-terrain-143
58,5959,101.0,-0.12002211809158325,TD3,sq_error,efficient-terrain-143
59,6060,101.0,-0.11828114837408066,TD3,sq_error,efficient-terrain-143
60,6161,101.0,-0.1168648824095726,TD3,sq_error,efficient-terrain-143
61,6262,101.0,-0.11514754593372345,TD3,sq_error,efficient-terrain-143
62,6363,101.0,-0.1144159659743309,TD3,sq_error,efficient-terrain-143
63,6464,101.0,-0.11372773349285126,TD3,sq_error,efficient-terrain-143
64,6565,101.0,-0.11238040030002594,TD3,sq_error,efficient-terrain-143
65,6666,101.0,-0.11117727309465408,TD3,sq_error,efficient-terrain-143
66,6767,101.0,-0.1096162274479866,TD3,sq_error,efficient-terrain-143
67,6868,101.0,-0.1084338054060936,TD3,sq_error,efficient-terrain-143
68,6969,101.0,-0.10717811435461044,TD3,sq_error,efficient-terrain-143
69,7070,101.0,-0.10586905479431152,TD3,sq_error,efficient-terrain-143
70,7171,101.0,-0.1066851019859314,TD3,sq_error,efficient-terrain-143
71,7272,101.0,-0.10545922070741653,TD3,sq_error,efficient-terrain-143
72,7373,101.0,-0.10433941334486008,TD3,sq_error,efficient-terrain-143
73,7474,101.0,-0.10308963805437088,TD3,sq_error,efficient-terrain-143
74,7575,101.0,-0.10191856324672699,TD3,sq_error,efficient-terrain-143
75,7676,101.0,-0.10108285397291183,TD3,sq_error,efficient-terrain-143
76,7777,101.0,-0.10008606314659119,TD3,sq_error,efficient-terrain-143
77,7878,101.0,-0.09897194802761078,TD3,sq_error,efficient-terrain-143
78,7979,101.0,-0.09792044013738632,TD3,sq_error,efficient-terrain-143
79,8080,101.0,-0.09678860008716583,TD3,sq_error,efficient-terrain-143
80,8181,101.0,-0.09566163271665573,TD3,sq_error,efficient-terrain-143
81,8282,101.0,-0.09457284212112427,TD3,sq_error,efficient-terrain-143
82,8383,101.0,-0.09367004781961441,TD3,sq_error,efficient-terrain-143
83,8484,101.0,-0.09284069389104843,TD3,sq_error,efficient-terrain-143
84,8585,101.0,-0.09216839075088501,TD3,sq_error,efficient-terrain-143
85,8686,101.0,-0.09117276966571808,TD3,sq_error,efficient-terrain-143
86,8787,101.0,-0.09022706001996994,TD3,sq_error,efficient-terrain-143
87,8888,101.0,-0.08946545422077179,TD3,sq_error,efficient-terrain-143
88,8989,101.0,-0.08872311562299728,TD3,sq_error,efficient-terrain-143
89,9090,101.0,-0.08784318715333939,TD3,sq_error,efficient-terrain-143
90,9191,101.0,-0.08705046027898788,TD3,sq_error,efficient-terrain-143
91,9292,101.0,-0.08618370443582535,TD3,sq_error,efficient-terrain-143
92,9393,101.0,-0.08531095832586288,TD3,sq_error,efficient-terrain-143
93,9494,101.0,-0.08445841819047928,TD3,sq_error,efficient-terrain-143
94,9595,101.0,-0.0837658941745758,TD3,sq_error,efficient-terrain-143
95,9696,101.0,-0.0830741748213768,TD3,sq_error,efficient-terrain-143
96,9797,101.0,-0.08242469280958176,TD3,sq_error,efficient-terrain-143
97,9898,101.0,-0.08286083489656448,TD3,sq_error,efficient-terrain-143
98,9999,101.0,-0.08225763589143753,TD3,sq_error,efficient-terrain-143
99,10100,101.0,-0.08149735629558563,TD3,sq_error,efficient-terrain-143
0,101,101.0,-5.576819896697998,SAC,sq_error,feasible-sound-141
1,161,80.5,-12.972164154052734,SAC,sq_error,feasible-sound-141
2,190,63.33333206176758,-19.321651458740234,SAC,sq_error,feasible-sound-141
3,291,72.75,-15.478429794311523,SAC,sq_error,feasible-sound-141
4,392,78.4000015258789,-13.244702339172363,SAC,sq_error,feasible-sound-141
5,415,69.16666412353516,-16.794063568115234,SAC,sq_error,feasible-sound-141
6,516,73.71428680419922,-14.749149322509766,SAC,sq_error,feasible-sound-141
7,617,77.125,-13.154132843017578,SAC,sq_error,feasible-sound-141
8,718,79.77777862548828,-11.931090354919434,SAC,sq_error,feasible-sound-141
9,819,81.9000015258789,-10.926854133605957,SAC,sq_error,feasible-sound-141
10,920,83.63636016845703,-10.080158233642578,SAC,sq_error,feasible-sound-141
11,1021,85.08333587646484,-9.381776809692383,SAC,sq_error,feasible-sound-141
12,1122,86.30769348144531,-8.80033016204834,SAC,sq_error,feasible-sound-141
13,1223,87.35713958740234,-8.304433822631836,SAC,sq_error,feasible-sound-141
14,1324,88.26667022705078,-7.8587565422058105,SAC,sq_error,feasible-sound-141
15,1425,89.0625,-7.469869136810303,SAC,sq_error,feasible-sound-141
16,1526,89.76470947265625,-7.119284152984619,SAC,sq_error,feasible-sound-141
17,1627,90.38888549804688,-6.843200206756592,SAC,sq_error,feasible-sound-141
18,1728,90.9473648071289,-6.553739070892334,SAC,sq_error,feasible-sound-141
19,1829,91.44999694824219,-6.3086466789245605,SAC,sq_error,feasible-sound-141
20,1930,91.9047622680664,-6.102719306945801,SAC,sq_error,feasible-sound-141
21,2031,92.31818389892578,-5.890780448913574,SAC,sq_error,feasible-sound-141
22,2132,92.6956558227539,-5.713064193725586,SAC,sq_error,feasible-sound-141
23,2233,93.04166412353516,-5.570206165313721,SAC,sq_error,feasible-sound-141
24,2334,93.36000061035156,-5.419366359710693,SAC,sq_error,feasible-sound-141
25,2435,93.65384674072266,-5.277363300323486,SAC,sq_error,feasible-sound-141
26,2536,93.9259262084961,-5.132286071777344,SAC,sq_error,feasible-sound-141
27,2637,94.17857360839844,-5.000301361083984,SAC,sq_error,feasible-sound-141
28,2738,94.4137954711914,-4.901585578918457,SAC,sq_error,feasible-sound-141
29,2839,94.63333129882812,-4.792047023773193,SAC,sq_error,feasible-sound-141
30,2940,94.83870697021484,-4.696483135223389,SAC,sq_error,feasible-sound-141
31,3041,95.03125,-4.610926628112793,SAC,sq_error,feasible-sound-141
32,3142,95.21212005615234,-4.545421123504639,SAC,sq_error,feasible-sound-141
33,3243,95.38235473632812,-4.467033863067627,SAC,sq_error,feasible-sound-141
34,3344,95.54285430908203,-4.401340961456299,SAC,sq_error,feasible-sound-141
35,3445,95.69444274902344,-4.322249889373779,SAC,sq_error,feasible-sound-141
36,3546,95.83783721923828,-4.2632575035095215,SAC,sq_error,feasible-sound-141
37,3647,95.97368621826172,-4.196793556213379,SAC,sq_error,feasible-sound-141
38,3748,96.1025619506836,-4.144010543823242,SAC,sq_error,feasible-sound-141
39,3849,96.2249984741211,-4.09304666519165,SAC,sq_error,feasible-sound-141
40,3950,96.34146118164062,-4.032652854919434,SAC,sq_error,feasible-sound-141
41,4051,96.45237731933594,-3.9759714603424072,SAC,sq_error,feasible-sound-141
42,4152,96.55813598632812,-3.9213478565216064,SAC,sq_error,feasible-sound-141
43,4253,96.65908813476562,-3.8700196743011475,SAC,sq_error,feasible-sound-141
44,4354,96.75555419921875,-3.8220279216766357,SAC,sq_error,feasible-sound-141
45,4455,96.84782409667969,-3.785841703414917,SAC,sq_error,feasible-sound-141
46,4556,96.93617248535156,-3.7474703788757324,SAC,sq_error,feasible-sound-141
47,4657,97.02083587646484,-3.7034125328063965,SAC,sq_error,feasible-sound-141
48,4758,97.10204315185547,-3.6544036865234375,SAC,sq_error,feasible-sound-141
49,4859,97.18000030517578,-3.62530517578125,SAC,sq_error,feasible-sound-141
50,4960,97.2549057006836,-3.583430528640747,SAC,sq_error,feasible-sound-141
51,5061,97.32691955566406,-3.5469298362731934,SAC,sq_error,feasible-sound-141
52,5162,97.39622497558594,-3.5125234127044678,SAC,sq_error,feasible-sound-141
53,5263,97.46295928955078,-3.488670825958252,SAC,sq_error,feasible-sound-141
54,5364,97.52727508544922,-3.4580535888671875,SAC,sq_error,feasible-sound-141
55,5465,97.58928680419922,-3.4333951473236084,SAC,sq_error,feasible-sound-141
56,5566,97.64912414550781,-3.407863140106201,SAC,sq_error,feasible-sound-141
57,5667,97.70689392089844,-3.370222568511963,SAC,sq_error,feasible-sound-141
58,5768,97.76271057128906,-3.3459997177124023,SAC,sq_error,feasible-sound-141
59,5869,97.81666564941406,-3.3269994258880615,SAC,sq_error,feasible-sound-141
60,5970,97.86885070800781,-3.3107728958129883,SAC,sq_error,feasible-sound-141
61,6071,97.91935729980469,-3.2934634685516357,SAC,sq_error,feasible-sound-141
62,6172,97.96825408935547,-3.274625062942505,SAC,sq_error,feasible-sound-141
63,6273,98.015625,-3.2550861835479736,SAC,sq_error,feasible-sound-141
64,6374,98.06153869628906,-3.242546319961548,SAC,sq_error,feasible-sound-141
65,6475,98.10606384277344,-3.219013214111328,SAC,sq_error,feasible-sound-141
66,6576,98.14925384521484,-3.209329128265381,SAC,sq_error,feasible-sound-141
67,6677,98.19117736816406,-3.1944077014923096,SAC,sq_error,feasible-sound-141
68,6778,98.23188781738281,-3.178399085998535,SAC,sq_error,feasible-sound-141
69,6879,98.27143096923828,-3.1547439098358154,SAC,sq_error,feasible-sound-141
70,6980,98.30986022949219,-3.1409597396850586,SAC,sq_error,feasible-sound-141
71,7081,98.34722137451172,-3.1289939880371094,SAC,sq_error,feasible-sound-141
72,7182,98.38356018066406,-3.1110496520996094,SAC,sq_error,feasible-sound-141
