,_step,episode_step,tracking_error,algorithm,reward_type,run
6,126,6,0.0025265555969331117,SAC,sq_error,mild-yogurt-133
7,130,7,0.002907637256454087,SAC,sq_error,mild-yogurt-133
8,134,8,0.003169431510811848,SAC,sq_error,mild-yogurt-133
9,138,9,0.003362443044843225,SAC,sq_error,mild-yogurt-133
10,142,10,0.0034766273883371783,SAC,sq_error,mild-yogurt-133
11,146,11,0.0035050153565851826,SAC,sq_error,mild-yogurt-133
12,150,12,0.0034534764193633683,SAC,sq_error,mild-yogurt-133
13,154,13,0.0033118482042232156,SAC,sq_error,mild-yogurt-133
14,158,14,0.0030937913043269896,SAC,sq_error,mild-yogurt-133
15,162,15,0.0028110922929348477,SAC,sq_error,mild-yogurt-133
16,166,16,0.002469736223945048,SAC,sq_error,mild-yogurt-133
17,170,17,0.002090295060738452,SAC,sq_error,mild-yogurt-133
18,174,18,0.001654817191437382,SAC,sq_error,mild-yogurt-133
19,178,19,0.0012423649886484566,SAC,sq_error,mild-yogurt-133
20,182,20,0.0008518798390739282,SAC,sq_error,mild-yogurt-133
21,186,21,0.0004820462826066986,SAC,sq_error,mild-yogurt-133
22,190,22,0.00020096524129392562,SAC,sq_error,mild-yogurt-133
23,194,23,2.798559571996218e-05,SAC,sq_error,mild-yogurt-133
24,198,24,1.369958062667039e-05,SAC,sq_error,mild-yogurt-133
25,202,25,0.00016793569312415868,SAC,sq_error,mild-yogurt-133
26,206,26,0.0004740852912849306,SAC,sq_error,mild-yogurt-133
27,210,27,0.0009726592321284129,SAC,sq_error,mild-yogurt-133
28,214,28,0.0016159029609475136,SAC,sq_error,mild-yogurt-133
29,218,29,0.00253815040714971,SAC,sq_error,mild-yogurt-133
30,222,30,0.0036006731686305886,SAC,sq_error,mild-yogurt-133
31,226,31,0.004831514204140063,SAC,sq_error,mild-yogurt-133
32,230,32,0.006085912658552948,SAC,sq_error,mild-yogurt-133
33,234,33,0.0072368726533739575,SAC,sq_error,mild-yogurt-133
34,238,34,0.008253642123730717,SAC,sq_error,mild-yogurt-133
35,242,35,0.009027701239459417,SAC,sq_error,mild-yogurt-133
36,246,36,0.00949056981678351,SAC,sq_error,mild-yogurt-133
37,250,37,0.009611478027555978,SAC,sq_error,mild-yogurt-133
38,254,38,0.009386235849089482,SAC,sq_error,mild-yogurt-133
39,258,39,0.008834739913036481,SAC,sq_error,mild-yogurt-133
40,262,40,0.007998842058198683,SAC,sq_error,mild-yogurt-133
41,266,41,0.0069391954770084896,SAC,sq_error,mild-yogurt-133
42,270,42,0.0057237978857246335,SAC,sq_error,mild-yogurt-133
43,274,43,0.004445439436709137,SAC,sq_error,mild-yogurt-133
44,278,44,0.003220448463677663,SAC,sq_error,mild-yogurt-133
45,282,45,0.0021167085977318915,SAC,sq_error,mild-yogurt-133
46,286,46,0.0011944464370298327,SAC,sq_error,mild-yogurt-133
47,290,47,0.0005341873218933775,SAC,sq_error,mild-yogurt-133
48,294,48,0.0001370565639290489,SAC,sq_error,mild-yogurt-133
49,298,49,2.0840126711415988e-08,SAC,sq_error,mild-yogurt-133
50,302,50,7.993154651074483e-05,SAC,sq_error,mild-yogurt-133
51,306,51,0.00032094887761120126,SAC,sq_error,mild-yogurt-133
52,310,52,0.0006686617101527525,SAC,sq_error,mild-yogurt-133
53,314,53,0.0011109133757511184,SAC,sq_error,mild-yogurt-133
54,318,54,0.0016170763448772444,SAC,sq_error,mild-yogurt-133
55,322,55,0.0021144088174463523,SAC,sq_error,mild-yogurt-133
56,326,56,0.0025330684449767845,SAC,sq_error,mild-yogurt-133
57,330,57,0.0029156545048842093,SAC,sq_error,mild-yogurt-133
58,334,58,0.0031773565787474338,SAC,sq_error,mild-yogurt-133
59,338,59,0.0033700943890354164,SAC,sq_error,mild-yogurt-133
60,342,60,0.0034837424238788393,SAC,sq_error,mild-yogurt-133
61,346,61,0.003511566062789754,SAC,sq_error,mild-yogurt-133
62,350,62,0.003460195348740247,SAC,sq_error,mild-yogurt-133
63,354,63,0.0033166772862789785,SAC,sq_error,mild-yogurt-133
64,358,64,0.0030982067313328953,SAC,sq_error,mild-yogurt-133
65,362,65,0.0028156820029520656,SAC,sq_error,mild-yogurt-133
66,366,66,0.002473575000927138,SAC,sq_error,mild-yogurt-133
67,370,67,0.002092623782856813,SAC,sq_error,mild-yogurt-133
68,374,68,0.001656884305872113,SAC,sq_error,mild-yogurt-133
69,378,69,0.0012439891036727952,SAC,sq_error,mild-yogurt-133
70,382,70,0.0008524638640787446,SAC,sq_error,mild-yogurt-133
71,386,71,0.0004826961989954427,SAC,sq_error,mild-yogurt-133
72,390,72,0.00020134870162176295,SAC,sq_error,mild-yogurt-133
73,394,73,2.8097311479049546e-05,SAC,sq_error,mild-yogurt-133
74,398,74,1.363511123617508e-05,SAC,sq_error,mild-yogurt-133
75,402,75,0.00016781467950453447,SAC,sq_error,mild-yogurt-133
76,406,76,0.00047381627739881334,SAC,sq_error,mild-yogurt-133
77,410,77,0.0009721897924610425,SAC,sq_error,mild-yogurt-133
78,414,78,0.0016150738533492054,SAC,sq_error,mild-yogurt-133
79,418,79,0.0025349490025225706,SAC,sq_error,mild-yogurt-133
80,422,80,0.0035963340176646116,SAC,sq_error,mild-yogurt-133
81,426,81,0.004826297696162558,SAC,sq_error,mild-yogurt-133
82,430,82,0.006079410923086185,SAC,sq_error,mild-yogurt-133
83,434,83,0.007230496576889427,SAC,sq_error,mild-yogurt-133
84,438,84,0.008247210763106255,SAC,sq_error,mild-yogurt-133
85,442,85,0.009021772013027821,SAC,sq_error,mild-yogurt-133
86,446,86,0.009485273198823644,SAC,sq_error,mild-yogurt-133
87,450,87,0.009606841895828083,SAC,sq_error,mild-yogurt-133
88,454,88,0.009382256638100306,SAC,sq_error,mild-yogurt-133
89,458,89,0.008831388972395658,SAC,sq_error,mild-yogurt-133
90,462,90,0.007996071515954774,SAC,sq_error,mild-yogurt-133
91,466,91,0.006936957501236524,SAC,sq_error,mild-yogurt-133
92,470,92,0.005722081745481331,SAC,sq_error,mild-yogurt-133
93,474,93,0.00444426917826019,SAC,sq_error,mild-yogurt-133
94,478,94,0.003219587301295573,SAC,sq_error,mild-yogurt-133
95,482,95,0.002116082140401339,SAC,sq_error,mild-yogurt-133
96,486,96,0.0011940370062600248,SAC,sq_error,mild-yogurt-133
97,490,97,0.0005339882830743714,SAC,sq_error,mild-yogurt-133
98,494,98,0.0001369705600212806,SAC,sq_error,mild-yogurt-133
99,498,99,2.0170720677175633e-08,SAC,sq_error,mild-yogurt-133
0,102,0,0.006122017061044699,TD3,sq_error_da_a,drawn-moon-113
1,106,1,0.008712441375146143,TD3,sq_error_da_a,drawn-moon-113
2,110,2,0.014708678311892381,TD3,sq_error_da_a,drawn-moon-113
3,114,3,0.011692388308223299,TD3,sq_error_da_a,drawn-moon-113
4,118,4,0.01832425574565812,TD3,sq_error_da_a,drawn-moon-113
5,122,5,0.011390493578095491,TD3,sq_error_da_a,drawn-moon-113
6,126,6,0.021307157201587476,TD3,sq_error_da_a,drawn-moon-113
