,episode_step,tracking_error,state,reference,reward,action,algorithm,reward_type,run
22,22,0.001424236347101768,0.03773905599113163,0.0,-0.003237886664591869,-0.018045881763100624,DSAC,sq_error_da_a,dashing-night-275
23,23,0.001408180094903156,0.03752572577450243,0.0,-0.0032284986820275037,-0.01812453381717205,DSAC,sq_error_da_a,dashing-night-275
24,24,0.003926216364569137,0.03734047267518582,0.1,-0.005752324425346324,-0.018192807212471962,DSAC,sq_error_da_a,dashing-night-275
25,25,0.0008240696303197056,0.07129338699324309,0.1,-0.012605166833812825,-0.068001888692379,DSAC,sq_error_da_a,dashing-night-275
26,26,0.00015006681526022822,0.08774982386819569,0.1,-0.006950255684498128,-0.05026347190141678,DSAC,sq_error_da_a,dashing-night-275
27,27,1.9688259765544353e-05,0.09556285454762363,0.1,-0.0050460354499072225,-0.04216627776622772,DSAC,sq_error_da_a,dashing-night-275
28,28,1.1458697042225961e-06,0.09892954696309339,0.1,-0.004217773646326995,-0.03851434588432312,DSAC,sq_error_da_a,dashing-night-275
29,29,6.913121558144412e-11,0.10000831451836137,0.1,-0.0038514346575635274,-0.03708638250827789,DSAC,sq_error_da_a,dashing-night-275
30,30,4.6409138045251385e-09,0.09993187574731034,0.1,-0.003708642891741594,-0.036777645349502563,DSAC,sq_error_da_a,dashing-night-275
31,31,4.90588704248281e-07,0.0992995796231917,0.1,-0.0037268701620494326,-0.0370207205414772,DSAC,sq_error_da_a,dashing-night-275
32,32,2.471921812044423e-06,0.09842776534447163,0.1,-0.0038042476455077993,-0.03751923888921738,DSAC,sq_error_da_a,dashing-night-275
33,33,6.344831081923723e-06,0.09748110518641137,0.1,-0.003878032332750854,-0.03811805695295334,DSAC,sq_error_da_a,dashing-night-275
34,34,1.1950293082816604e-05,0.0965430804055031,0.1,-0.003947623380918129,-0.03873739391565323,DSAC,sq_error_da_a,dashing-night-275
35,35,1.889008549293548e-05,0.09565372740236701,0.1,-0.00401263597873291,-0.03933742642402649,DSAC,sq_error_da_a,dashing-night-275
36,36,2.699037014635683e-05,0.0948047742930305,0.1,-0.004065804080359065,-0.03986278176307678,DSAC,sq_error_da_a,dashing-night-275
37,37,3.598373500213873e-05,0.0940013555696192,0.1,-0.004117207640088656,-0.04033751040697098,DSAC,sq_error_da_a,dashing-night-275
38,38,4.544293982591661e-05,0.09325886212676847,0.1,-0.0041683878610810285,-0.04078347980976105,DSAC,sq_error_da_a,dashing-night-275
39,39,5.502789674895731e-05,0.0925819209529045,0.1,-0.0042154648846258495,-0.041193924844264984,DSAC,sq_error_da_a,dashing-night-275
40,40,6.448524227946928e-05,0.09196972962600454,0.1,-0.004258560856493413,-0.04156734049320221,DSAC,sq_error_da_a,dashing-night-275
41,41,7.363787500007476e-05,0.09141874863437303,0.1,-0.004297827990928725,-0.041904620826244354,DSAC,sq_error_da_a,dashing-night-275
42,42,8.236876132011116e-05,0.09092427626466566,0.1,-0.004333496451396939,-0.04220794886350632,DSAC,sq_error_da_a,dashing-night-275
43,43,9.060472559511854e-05,0.09048134854114731,0.1,-0.004365838024135234,-0.042480140924453735,DSAC,sq_error_da_a,dashing-night-275
44,44,9.830723830425585e-05,0.09008499932908445,0.1,-0.004395077930175899,-0.04272392392158508,DSAC,sq_error_da_a,dashing-night-275
