,episode_step,tracking_error,state,reference,reward,action,algorithm,reward_type,observation,run
41,41,0.0033656434173909323,-0.026418626888779318,-0.08443279255020146,-0.0033656434173909323,0.013552140444517136,DSAC,sq_error,state + error,feasible-yogurt-566
42,42,0.002562948944668514,-0.02642574828412957,-0.07705132427757891,-0.002562948944668514,0.013569612056016922,DSAC,sq_error,state + error,feasible-yogurt-566
43,43,0.001765341237932278,-0.026438746508579646,-0.06845471059286883,-0.001765341237932278,0.013585355132818222,DSAC,sq_error,state + error,feasible-yogurt-566
44,44,0.0010440402501704447,-0.02646691353669253,-0.05877852522924734,-0.0010440402501704447,0.01361573114991188,DSAC,sq_error,state + error,feasible-yogurt-566
45,45,0.0004697218224847328,-0.02650230065706229,-0.048175367410171616,-0.0004697218224847328,0.013637851923704147,DSAC,sq_error,state + error,feasible-yogurt-566
46,46,0.0001055799680927039,-0.026537243927930693,-0.036812455268467874,-0.0001055799680927039,0.013650652021169662,DSAC,sq_error,state + error,feasible-yogurt-566
47,47,2.876981919146214e-06,-0.02656515554765118,-0.024868988716485622,-2.876981919146214e-06,0.013654094189405441,DSAC,sq_error,state + error,feasible-yogurt-566
48,48,0.00019732729873446698,-0.026580646899884285,-0.012533323356430643,-0.00019732729873446698,0.013648394495248795,DSAC,sq_error,state + error,feasible-yogurt-566
49,49,0.0007064690646815186,-0.026579485786627426,-2.0212861992297212e-16,-0.0007064690646815186,0.013633843511343002,DSAC,sq_error,state + error,feasible-yogurt-566
50,50,0.0015282010517577655,-0.026558888806067955,0.012533323356430155,-0.0015282010517577655,0.013611320406198502,DSAC,sq_error,state + error,feasible-yogurt-566
51,51,0.0026405629491728076,-0.02651741949787449,0.024868988716485144,-0.0026405629491728076,0.013581816107034683,DSAC,sq_error,state + error,feasible-yogurt-566
52,52,0.004002795546969862,-0.026455194814097388,0.03681245526846741,-0.004002795546969862,0.013546895235776901,DSAC,sq_error,state + error,feasible-yogurt-566
53,53,0.005560820492109327,-0.02639554174419906,0.0481753674101711,-0.005560820492109327,0.013540055602788925,DSAC,sq_error,state + error,feasible-yogurt-566
54,54,0.007244392125295699,-0.026335469655822997,0.05877852522924686,-0.007244392125295699,0.013527873903512955,DSAC,sq_error,state + error,feasible-yogurt-566
55,55,0.008973531424096627,-0.02627401485034972,0.06845471059286855,-0.008973531424096627,0.013512793928384781,DSAC,sq_error,state + error,feasible-yogurt-566
56,56,0.010663294403071058,-0.026211904429793605,0.0770513242775786,-0.010663294403071058,0.013497155159711838,DSAC,sq_error,state + error,feasible-yogurt-566
57,57,0.012228743432759556,-0.02615085647966016,0.0844327925502012,-0.012228743432759556,0.013482633978128433,DSAC,sq_error,state + error,feasible-yogurt-566
58,58,0.013589938995425684,-0.02609318846828984,0.09048270524660168,-0.013589938995425684,0.013470571488142014,DSAC,sq_error,state + error,feasible-yogurt-566
59,59,0.014676604752238311,-0.026041386106610755,0.09510565162951513,-0.014676604752238311,0.013461846858263016,DSAC,sq_error,state + error,feasible-yogurt-566
60,60,0.015432271106121635,-0.025997967333077732,0.09822872507286873,-0.015432271106121635,0.013457220047712326,DSAC,sq_error,state + error,feasible-yogurt-566
61,61,0.015817543333456273,-0.025965142330436772,0.09980267284282712,-0.015817543333456273,0.013457003980875015,DSAC,sq_error,state + error,feasible-yogurt-566
62,62,0.01581238297132878,-0.025944625224879923,0.0998026728428272,-0.01581238297132878,0.01346120610833168,DSAC,sq_error,state + error,feasible-yogurt-566
63,63,0.015417282385197462,-0.02593762457629099,0.09822872507286903,-0.015417282385197462,0.013469737023115158,DSAC,sq_error,state + error,feasible-yogurt-566
64,64,0.014653142090690009,-0.025944511900691983,0.09510565162951565,-0.014653142090690009,0.013481926172971725,DSAC,sq_error,state + error,feasible-yogurt-566
65,65,0.013560070343570206,-0.025965009817155764,0.09048270524660239,-0.013560070343570206,0.013497192412614822,DSAC,sq_error,state + error,feasible-yogurt-566
66,66,0.012194981480522346,-0.025998097514681337,0.08443279255020199,-0.012194981480522346,0.013514656573534012,DSAC,sq_error,state + error,feasible-yogurt-566
67,67,0.010628253727080844,-0.02604209804936061,0.07705132427757955,-0.010628253727080844,0.013533372431993484,DSAC,sq_error,state + error,feasible-yogurt-566
68,68,0.008939603633837234,-0.026094766580921424,0.06845471059286962,-0.008939603633837234,0.013552334159612656,DSAC,sq_error,state + error,feasible-yogurt-566
69,69,0.007213434168916692,-0.026153413220999667,0.0587785252292482,-0.007213434168916692,0.01357053592801094,DSAC,sq_error,state + error,feasible-yogurt-566
70,70,0.005533943811875588,-0.026215114587698568,0.04817536741017256,-0.005533943811875588,0.013587120920419693,DSAC,sq_error,state + error,feasible-yogurt-566
71,71,0.003980261070617267,-0.026276855003694165,0.036812455268468956,-0.003980261070617267,0.01360132172703743,DSAC,sq_error,state + error,feasible-yogurt-566
72,72,0.0026219182664090155,-0.026335681640903646,0.024868988716486753,-0.0026219182664090155,0.01361251249909401,DSAC,sq_error,state + error,feasible-yogurt-566
73,73,0.0015149374858585806,-0.02638887449850158,0.0125333233564318,-0.0015149374858585806,0.013620268553495407,DSAC,sq_error,state + error,feasible-yogurt-566
74,74,0.0006995317037956689,-0.026448661663600142,1.457824875494621e-15,-0.0006995317037956689,0.013645622879266739,DSAC,sq_error,state + error,feasible-yogurt-566
75,75,0.00019523732760301035,-0.026506058507536952,-0.012533323356428908,-0.00019523732760301035,0.01366022601723671,DSAC,sq_error,state + error,feasible-yogurt-566
76,76,2.8317475475340663e-06,-0.026551768425041786,-0.02486898871648393,-2.8317475475340663e-06,0.013661656528711319,DSAC,sq_error,state + error,feasible-yogurt-566
77,77,0.00010469556796041897,-0.02658037004792514,-0.0368124552684664,-0.00010469556796041897,0.013653334230184555,DSAC,sq_error,state + error,feasible-yogurt-566
78,78,0.00046595149199887283,-0.02658945783936743,-0.04817536741017016,-0.00046595149199887283,0.013638120144605637,DSAC,sq_error,state + error,feasible-yogurt-566
79,79,0.001036813389893968,-0.026578938432301403,-0.05877852522924598,-0.001036813389893968,0.01361844316124916,DSAC,sq_error,state + error,feasible-yogurt-566
80,80,0.0017559576367150575,-0.02655056238872132,-0.06845471059286762,-0.0017559576367150575,0.013596553355455399,DSAC,sq_error,state + error,feasible-yogurt-566
81,81,0.002554674587675316,-0.026507535463567062,-0.07705132427757778,-0.002554674587675316,0.01357458159327507,DSAC,sq_error,state + error,feasible-yogurt-566
82,82,0.003361531875818504,-0.02645407338688601,-0.08443279255020061,-0.003361531875818504,0.0135544054210186,DSAC,sq_error,state + error,feasible-yogurt-566
83,83,0.0041056732187724435,-0.026407177790540092,-0.09048270524660122,-0.0041056732187724435,0.013555396348237991,DSAC,sq_error,state + error,feasible-yogurt-566
84,84,0.004724973074571538,-0.026367212059129317,-0.0951056516295148,-0.004724973074571538,0.013557028025388718,DSAC,sq_error,state + error,feasible-yogurt-566
85,85,0.005168858452926145,-0.026333951598532124,-0.09822872507286852,-0.005168858452926145,0.013558764010667801,DSAC,sq_error,state + error,feasible-yogurt-566
86,86,0.0054014834177295015,-0.026307887873215068,-0.09980267284282704,-0.0054014834177295015,0.013561826199293137,DSAC,sq_error,state + error,feasible-yogurt-566
87,87,0.005404143325115985,-0.026289794208427565,-0.09980267284282729,-0.005404143325115985,0.013566944748163223,DSAC,sq_error,state + error,feasible-yogurt-566
88,88,0.005176582208100795,-0.02628025595711391,-0.09822872507286923,-0.005176582208100795,0.013574223965406418,DSAC,sq_error,state + error,feasible-yogurt-566
89,89,0.004737051871617353,-0.026279407567985545,-0.09510565162951598,-0.004737051871617353,0.013583343476057053,DSAC,sq_error,state + error,feasible-yogurt-566
90,90,0.004121094535834677,-0.026286953550445594,-0.09048270524660285,-0.004121094535834677,0.01359390839934349,DSAC,sq_error,state + error,feasible-yogurt-566
91,91,0.0033791898228376716,-0.02630199328821356,-0.08443279255020265,-0.0033791898228376716,0.013605158776044846,DSAC,sq_error,state + error,feasible-yogurt-566
92,92,0.0025733492671143085,-0.02632313421412244,-0.07705132427758034,-0.0025733492671143085,0.013616342097520828,DSAC,sq_error,state + error,feasible-yogurt-566
93,93,0.0017729395936962042,-0.026348421351283183,-0.06845471059287041,-0.0017729395936962042,0.01362645998597145,DSAC,sq_error,state + error,feasible-yogurt-566
94,94,0.0010493156188455318,-0.026385383689016658,-0.05877852522924908,-0.0010493156188455318,0.013648997992277145,DSAC,sq_error,state + error,feasible-yogurt-566
95,95,0.0004728882918028628,-0.02642937256507932,-0.0481753674101735,-0.0004728882918028628,0.013667959719896317,DSAC,sq_error,state + error,feasible-yogurt-566
96,96,0.00010691801650339232,-0.026472338416935234,-0.036812455268469955,-0.00010691801650339232,0.013677533715963364,DSAC,sq_error,state + error,feasible-yogurt-566
97,97,2.685438548868987e-06,-0.026507719490248084,-0.024868988716487798,-2.685438548868987e-06,0.013678152114152908,DSAC,sq_error,state + error,feasible-yogurt-566
98,98,0.00019590576558819312,-0.02652995743710359,-0.012533323356432868,-0.00019590576558819312,0.013669703155755997,DSAC,sq_error,state + error,feasible-yogurt-566
99,99,0.0007040996274033328,-0.026534875680949917,-2.5358854471262447e-15,-0.0007040996274033328,0.013652723282575607,DSAC,sq_error,state + error,feasible-yogurt-566
0,0,0.0004251927969173974,-0.008086880253558429,0.012533323356430426,-0.0004251927969173974,0.01179349422454834,DSAC,sq_error,ref + state,hardy-wave-565
1,1,0.0009333116542362325,-0.00568116110698073,0.02486898871648548,-0.0009333116542362325,-0.0016695410013198853,DSAC,sq_error,ref + state,hardy-wave-565
2,2,0.0011797981305817981,0.0024642656424948162,0.0368124552684678,-0.0011797981305817981,-0.010417252779006958,DSAC,sq_error,ref + state,hardy-wave-565
3,3,0.0012062722169263018,0.013443937596150028,0.04817536741017153,-0.0012062722169263018,-0.016295775771141052,DSAC,sq_error,ref + state,hardy-wave-565
4,4,0.001283332376062438,0.022954896489790474,0.058778525229247314,-0.001283332376062438,-0.016722366213798523,DSAC,sq_error,ref + state,hardy-wave-565
5,5,0.001444030875608451,0.03045430433703456,0.06845471059286887,-0.001444030875608451,-0.0162486732006073,DSAC,sq_error,ref + state,hardy-wave-565
6,6,0.001636738059215602,0.03659470480417753,0.07705132427757894,-0.001636738059215602,-0.016447320580482483,DSAC,sq_error,ref + state,hardy-wave-565
7,7,0.0018272813250842005,0.04168608127220727,0.08443279255020152,-0.0018272813250842005,-0.01691192388534546,DSAC,sq_error,ref + state,hardy-wave-565
8,8,0.0019934141637722312,0.04583503830002757,0.09048270524660196,-0.0019934141637722312,-0.017378896474838257,DSAC,sq_error,ref + state,hardy-wave-565
9,9,0.0021293482418005267,0.04896079014093218,0.09510565162951536,-0.0021293482418005267,-0.01757095754146576,DSAC,sq_error,ref + state,hardy-wave-565
10,10,0.0022197682013187416,0.05111430900603491,0.09822872507286887,-0.0022197682013187416,-0.017637938261032104,DSAC,sq_error,ref + state,hardy-wave-565
11,11,0.0022454725186118636,0.05241625581630084,0.09980267284282716,-0.0022454725186118636,-0.017669156193733215,DSAC,sq_error,ref + state,hardy-wave-565
12,12,0.002197203197186641,0.052928338744232854,0.09980267284282716,-0.002197203197186641,-0.01758497953414917,DSAC,sq_error,ref + state,hardy-wave-565
13,13,0.002074089903888509,0.05268654787536866,0.09822872507286888,-0.002074089903888509,-0.01734490692615509,DSAC,sq_error,ref + state,hardy-wave-565
14,14,0.0018823536994846202,0.051719551326715366,0.09510565162951534,-0.0018823536994846202,-0.01693195104598999,DSAC,sq_error,ref + state,hardy-wave-565
15,15,0.0016341091730319318,0.05005858901591694,0.09048270524660196,-0.0016341091730319318,-0.016343697905540466,DSAC,sq_error,ref + state,hardy-wave-565
16,16,0.0013483187368604694,0.047713332629602596,0.0844327925502015,-0.0013483187368604694,-0.01554463803768158,DSAC,sq_error,ref + state,hardy-wave-565
17,17,0.0010519620633043397,0.04461735962161462,0.0770513242775789,-0.0010519620633043397,-0.014416307210922241,DSAC,sq_error,ref + state,hardy-wave-565
18,18,0.0007681754138556806,0.04073873300131199,0.06845471059286883,-0.0007681754138556806,-0.01298511028289795,DSAC,sq_error,ref + state,hardy-wave-565
19,19,0.0005111701327769656,0.03616945331603141,0.05877852522924725,-0.0005111701327769656,-0.011414989829063416,DSAC,sq_error,ref + state,hardy-wave-565
20,20,0.0002934604955671598,0.031044678703433515,0.048175367410171484,-0.0002934604955671598,-0.009780287742614746,DSAC,sq_error,ref + state,hardy-wave-565
21,21,0.0001282039088225781,0.02548973877362525,0.036812455268467735,-0.0001282039088225781,-0.008090510964393616,DSAC,sq_error,ref + state,hardy-wave-565
22,22,3.0766050131792126e-05,0.019322273460426895,0.024868988716485397,-3.0766050131792126e-05,-0.005921885371208191,DSAC,sq_error,ref + state,hardy-wave-565
23,23,7.992154575100679e-06,0.009706283460160607,0.012533323356430322,-7.992154575100679e-06,0.0006376504898071289,DSAC,sq_error,ref + state,hardy-wave-565
24,24,3.70402514700766e-06,-0.0019245844089070124,-7.6571373978539e-17,-3.70402514700766e-06,0.006010770797729492,DSAC,sq_error,ref + state,hardy-wave-565
25,25,5.121544471698397e-06,-0.014796406313747505,-0.012533323356430563,-5.121544471698397e-06,0.010897263884544373,DSAC,sq_error,ref + state,hardy-wave-565
26,26,3.0039480817017997e-05,-0.03034981719555862,-0.024868988716485588,-3.0039480817017997e-05,0.018379688262939453,DSAC,sq_error,ref + state,hardy-wave-565
27,27,0.00010973569620307068,-0.047287935983121095,-0.036812455268467915,-0.00010973569620307068,0.024803951382637024,DSAC,sq_error,ref + state,hardy-wave-565
28,28,0.000271607455351994,-0.06465588485811588,-0.04817536741017166,-0.000271607455351994,0.03041398525238037,DSAC,sq_error,ref + state,hardy-wave-565
29,29,0.00048144526143487234,-0.08072038616752865,-0.058778525229247404,-0.00048144526143487234,0.033867403864860535,DSAC,sq_error,ref + state,hardy-wave-565
30,30,0.0007090975654466486,-0.09508359651486446,-0.06845471059286899,-0.0007090975654466486,0.03670676052570343,DSAC,sq_error,ref + state,hardy-wave-565
31,31,0.0009509427858554215,-0.10788868450596795,-0.07705132427757905,-0.0009509427858554215,0.03958411514759064,DSAC,sq_error,ref + state,hardy-wave-565
32,32,0.0011994012365466526,-0.1190651652172115,-0.08443279255020163,-0.0011994012365466526,0.042169004678726196,DSAC,sq_error,ref + state,hardy-wave-565
33,33,0.0012632851774799542,-0.1260254285170544,-0.09048270524660205,-0.0012632851774799542,0.040729865431785583,DSAC,sq_error,ref + state,hardy-wave-565
34,34,0.0011946035540847933,-0.12966868902620254,-0.09510565162951541,-0.0011946035540847933,0.03972040116786957,DSAC,sq_error,ref + state,hardy-wave-565
35,35,0.0010876964470225333,-0.13120896835612159,-0.09822872507286891,-0.0010876964470225333,0.039710044860839844,DSAC,sq_error,ref + state,hardy-wave-565
36,36,0.000994151821047209,-0.13133284602736914,-0.09980267284282718,-0.000994151821047209,0.04013724625110626,DSAC,sq_error,ref + state,hardy-wave-565
37,37,0.0009369040042651488,-0.13041156051071126,-0.09980267284282714,-0.0009369040042651488,0.0406603068113327,DSAC,sq_error,ref + state,hardy-wave-565
38,38,0.0009253519265660366,-0.12864832281126828,-0.09822872507286884,-0.0009253519265660366,0.04109783470630646,DSAC,sq_error,ref + state,hardy-wave-565
39,39,0.000964227448343749,-0.12615766361495273,-0.09510565162951531,-0.000964227448343749,0.041355252265930176,DSAC,sq_error,ref + state,hardy-wave-565
40,40,0.0010578821841902555,-0.12300780607950101,-0.09048270524660189,-0.0010578821841902555,0.04138471186161041,DSAC,sq_error,ref + state,hardy-wave-565
41,41,0.0012117707522072607,-0.1192432902801573,-0.08443279255020146,-0.0012117707522072607,0.041163697838783264,DSAC,sq_error,ref + state,hardy-wave-565
42,42,0.0014303091326195434,-0.11487075225606033,-0.07705132427757891,-0.0014303091326195434,0.040645256638526917,DSAC,sq_error,ref + state,hardy-wave-565
43,43,0.0016699679749314139,-0.10931995224064835,-0.06845471059286883,-0.0016699679749314139,0.0389888733625412,DSAC,sq_error,ref + state,hardy-wave-565
44,44,0.0016968297873720523,-0.09997111907051998,-0.05877852522924734,-0.0016968297873720523,0.03307540714740753,DSAC,sq_error,ref + state,hardy-wave-565
45,45,0.0015841053985804988,-0.08797618899189903,-0.048175367410171616,-0.0015841053985804988,0.027797147631645203,DSAC,sq_error,ref + state,hardy-wave-565
46,46,0.001392117028738214,-0.0741235397975755,-0.036812455268467874,-0.001392117028738214,0.02281925082206726,DSAC,sq_error,ref + state,hardy-wave-565
47,47,0.001131930347490973,-0.05851316128011056,-0.024868988716485622,-0.001131930347490973,0.017279520630836487,DSAC,sq_error,ref + state,hardy-wave-565
48,48,0.000809940997794582,-0.040992785715979564,-0.012533323356430643,-0.000809940997794582,0.010814547538757324,DSAC,sq_error,ref + state,hardy-wave-565
49,49,0.0005237330586042037,-0.02288521484723735,-2.0212861992297212e-16,-0.0005237330586042037,0.005526036024093628,DSAC,sq_error,ref + state,hardy-wave-565
50,50,0.0003456490523982725,-0.00605831595801096,0.012533323356430155,-0.0003456490523982725,0.0024927109479904175,DSAC,sq_error,ref + state,hardy-wave-565
51,51,0.00023220466484993294,0.009630725532974598,0.024868988716485144,-0.00023220466484993294,-0.0007809251546859741,DSAC,sq_error,ref + state,hardy-wave-565
52,52,0.0001669767643253064,0.02389050633166587,0.03681245526846741,-0.0001669767643253064,-0.003643706440925598,DSAC,sq_error,ref + state,hardy-wave-565
53,53,0.00012776355873502082,0.036872113067504084,0.0481753674101711,-0.00012776355873502082,-0.006630942225456238,DSAC,sq_error,ref + state,hardy-wave-565
54,54,0.0001714897482529014,0.04568311579491067,0.05877852522924686,-0.0001714897482529014,-0.005291804671287537,DSAC,sq_error,ref + state,hardy-wave-565
55,55,0.0002783055481459801,0.051772218328641956,0.06845471059286855,-0.0002783055481459801,-0.005259379744529724,DSAC,sq_error,ref + state,hardy-wave-565
56,56,0.000435875595600301,0.056173690417385035,0.0770513242775786,-0.000435875595600301,-0.006160765886306763,DSAC,sq_error,ref + state,hardy-wave-565
57,57,0.000624748028834143,0.059437832481536494,0.0844327925502012,-0.000624748028834143,-0.007464960217475891,DSAC,sq_error,ref + state,hardy-wave-565
58,58,0.0008236638938824548,0.061783160060615634,0.09048270524660168,-0.0008236638938824548,-0.008778959512710571,DSAC,sq_error,ref + state,hardy-wave-565
59,59,0.001012230971817433,0.06329007412701751,0.09510565162951513,-0.001012230971817433,-0.009930804371833801,DSAC,sq_error,ref + state,hardy-wave-565
60,60,0.0011697929823623976,0.06402648856175154,0.09822872507286873,-0.0011697929823623976,-0.010906398296356201,DSAC,sq_error,ref + state,hardy-wave-565
61,61,0.0012780828385216755,0.06405238838911018,0.09980267284282712,-0.0012780828385216755,-0.011698171496391296,DSAC,sq_error,ref + state,hardy-wave-565
62,62,0.0013284677264397832,0.0633545216353958,0.0998026728428272,-0.0013284677264397832,-0.012203767895698547,DSAC,sq_error,ref + state,hardy-wave-565
63,63,0.0013129147389677482,0.06199455971794816,0.09822872507286903,-0.0013129147389677482,-0.012522175908088684,DSAC,sq_error,ref + state,hardy-wave-565
64,64,0.0012316987276913415,0.06001008598809392,0.09510565162951565,-0.0012316987276913415,-0.012625277042388916,DSAC,sq_error,ref + state,hardy-wave-565
65,65,0.0010943119917492328,0.05740231843282355,0.09048270524660239,-0.0010943119917492328,-0.012463375926017761,DSAC,sq_error,ref + state,hardy-wave-565
66,66,0.0009166353420192445,0.05415680632317307,0.08443279255020199,-0.0009166353420192445,-0.012009859085083008,DSAC,sq_error,ref + state,hardy-wave-565
67,67,0.0007163380397597034,0.05028683213295436,0.07705132427757955,-0.0007163380397597034,-0.01129816472530365,DSAC,sq_error,ref + state,hardy-wave-565
68,68,0.0005151636788832515,0.045757493166866677,0.06845471059286962,-0.0005151636788832515,-0.010257288813591003,DSAC,sq_error,ref + state,hardy-wave-565
69,69,0.0003296063615046652,0.04062346088056948,0.0587785252292482,-0.0003296063615046652,-0.009006723761558533,DSAC,sq_error,ref + state,hardy-wave-565
70,70,0.000173479393763971,0.03500420976310254,0.04817536741017256,-0.000173479393763971,-0.007649704813957214,DSAC,sq_error,ref + state,hardy-wave-565
71,71,6.095487269690597e-05,0.02900509510661489,0.036812455268468956,-6.095487269690597e-05,-0.0061905235052108765,DSAC,sq_error,ref + state,hardy-wave-565
72,72,5.425085415813768e-06,0.022539807440627408,0.024868988716486753,-5.425085415813768e-06,-0.004374012351036072,DSAC,sq_error,ref + state,hardy-wave-565
73,73,9.650336273644049e-09,0.012631559481526614,0.0125333233564318,-9.650336273644049e-09,0.0020322054624557495,DSAC,sq_error,ref + state,hardy-wave-565
74,74,3.4943175604864493e-07,0.0005911275294302985,1.457824875494621e-15,-3.4943175604864493e-07,0.007451668381690979,DSAC,sq_error,ref + state,hardy-wave-565
75,75,7.69340369498556e-10,-0.012561060342016721,-0.012533323356428908,-7.69340369498556e-10,0.012071728706359863,DSAC,sq_error,ref + state,hardy-wave-565
76,76,1.3165451317903461e-05,-0.028497411420346237,-0.02486898871648393,-1.3165451317903461e-05,0.019617393612861633,DSAC,sq_error,ref + state,hardy-wave-565
77,77,7.801170470710149e-05,-0.04564487875848892,-0.0368124552684664,-7.801170470710149e-05,0.02574227750301361,DSAC,sq_error,ref + state,hardy-wave-565
78,78,0.0002248399496966951,-0.06317003145097798,-0.04817536741017016,-0.0002248399496966951,0.031208306550979614,DSAC,sq_error,ref + state,hardy-wave-565
