,name,agent,lr_a_high,lr_c_high,sac_model,task_train,discount_factor,discount_factor_model,_step,_wandb,_runtime,sac_nmae,idhp_nmae,_timestamp,nmae_improvement
75,iconic-sweep-125,IDHPDSAC,0.01,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.137689828872681,25.82480636811087,15.452292941846716,1685812423.246858,10.372513426264154
76,devout-sweep-124,IDHPDSAC,0.3,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.209353923797607,25.688384263139756,3.792685236335831,1685812407.458797,21.895699026803925
77,glamorous-sweep-123,IDHPDSAC,0.7,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.214287042617798,25.82480636811087,3.303186469674768,1685812391.636396,22.521619898436104
78,radiant-sweep-122,IDHPDSAC,0.001,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.1430230140686035,6.044273037905692,70.127965028633,1685812375.712773,-64.0836919907273
79,astral-sweep-121,IDHPDSAC,0.001,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.204210042953491,25.82480636811087,45.214768724289094,1685812359.913105,-19.389962356178224
80,robust-sweep-120,IDHPDSAC,5e-05,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.23643684387207,6.044273037905692,179.51820259843535,1685812345.092223,-173.47392956052963
81,dutiful-sweep-119,IDHPDSAC,0.5,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.166221857070923,25.82480636811087,4.516708059655245,1685812329.0454268,21.308098308455627
82,sage-sweep-118,IDHPDSAC,0.4,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.277733087539673,6.044273037905692,5.270144841457917,1685812313.245368,0.7741281964477755
83,fresh-sweep-117,IDHPDSAC,0.7,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 6},6.703412771224976,25.688384263139756,2.784181812351065,1685812297.743142,22.90420245078869
84,brisk-sweep-116,IDHPDSAC,0.5,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.4863669872283936,25.688384263139756,3.36869704589425,1685812282.129054,22.319687217245505
85,breezy-sweep-115,IDHPDSAC,0.0001,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.456161022186279,6.044273037905692,176.55437665722272,1685812265.889306,-170.51010361931702
86,elated-sweep-114,IDHPDSAC,0.0005,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.219770669937134,6.044273037905692,82.38627346586115,1685812249.8067358,-76.34200042795545
