,name,agent,lr_a_high,lr_c_high,sac_model,task_train,discount_factor,discount_factor_model,_runtime,sac_nmae,idhp_nmae,_timestamp,nmae_improvement,_step,_wandb
114,visionary-sweep-86,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.4,0.5,6.2837700843811035,25.688384263139756,5.191652048338979,1685822339.401171,20.496732214800776,0,{'runtime': 5}
115,sleek-sweep-85,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.2,0.4,6.335362195968628,6.044273037905692,10.035430689868823,1685822323.481187,-3.9911576519631327,0,{'runtime': 5}
116,resilient-sweep-84,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.7,6.338106870651245,25.82480636811087,2.7173508793421814,1685822307.583135,23.10745548876869,0,{'runtime': 5}
117,glamorous-sweep-83,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.7,6.312259912490845,25.82480636811087,3.68361655879079,1685822291.633054,22.14118980932008,0,{'runtime': 5}
118,different-sweep-82,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.8,6.422229051589966,6.044273037905692,6.402075517133941,1685822276.609378,-0.3578024792282486,0,{'runtime': 5}
119,gentle-sweep-81,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.7,0.6,6.363497734069824,6.044273037905692,12.036326321951966,1685822260.61383,-5.992053284046274,0,{'runtime': 5}
120,misunderstood-sweep-80,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.8,6.371009111404419,6.044273037905692,4.053738311181994,1685822244.696613,1.9905347267236984,0,{'runtime': 5}
121,charmed-sweep-79,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.3,0.1,3.4121828079223633,25.688384263139756,10000000000,1685822230.7817118,-9999999974.311617,0,{'runtime': 2}
122,playful-sweep-78,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.99,6.555506944656372,25.82480636811087,286.2354085149223,1685822218.828587,-260.41060214681147,0,{'runtime': 6}
123,upbeat-sweep-77,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.1,0.5,7.559753894805908,25.82480636811087,3.904912347394698,1685822203.884487,21.91989402071617,0,{'runtime': 5}
124,worthy-sweep-76,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.9,0.3,5.633693218231201,25.688384263139756,10000000000,1685822185.5394711,-9999999974.311617,0,{'runtime': 5}
125,fast-sweep-75,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.4,0.1,3.5309810638427734,6.044273037905692,10000000000,1685822173.477041,-9999999993.955729,0,{'runtime': 3}
126,gallant-sweep-74,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.5,6.2847161293029785,25.82480636811087,3.04247723048281,1685822160.341299,22.78232913762806,0,{'runtime': 5}
127,giddy-sweep-73,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.99,0.2,6.294777870178223,25.82480636811087,3.685476903493576,1685822144.421557,22.139329464617298,0,{'runtime': 5}
128,chocolate-sweep-72,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.1,0.2,6.354345321655273,6.044273037905692,9.213426638040024,1685822128.7207522,-3.1691536001343303,0,{'runtime': 5}
129,leafy-sweep-71,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.1,0.8,6.362349271774292,25.82480636811087,4.268713903707954,1685822112.8045802,21.556092464402916,0,{'runtime': 5}
130,olive-sweep-70,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.99,0.5,6.221033811569214,25.688384263139756,3.2254944142796727,1685822097.4249358,22.462889848860083,0,{'runtime': 5}
131,lucky-sweep-69,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.4,0.9,6.245816946029663,25.82480636811087,10.00126837284661,1685822081.474114,15.82353799526426,0,{'runtime': 5}
132,scarlet-sweep-68,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.1,0.99,6.251126050949097,6.044273037905692,273.9103420860609,1685822065.279784,-267.8660690481552,0,{'runtime': 5}
133,stellar-sweep-67,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.4,0.3,6.230810880661011,25.82480636811087,7.9267314812451986,1685822050.293546,17.898074886865672,0,{'runtime': 5}
134,honest-sweep-66,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.7,0.9,6.587323188781738,25.688384263139756,6.4605113959931275,1685822034.5881011,19.22787286714663,0,{'runtime': 6}
135,sweet-sweep-65,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.5,0.4,6.4897301197052,6.044273037905692,8.074030241294723,1685822018.304116,-2.029757203389031,0,{'runtime': 5}
136,playful-sweep-64,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.9,0.3,6.5102219581604,25.82480636811087,3.1334826581926123,1685822003.371619,22.691323709918255,0,{'runtime': 6}
137,pious-sweep-63,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.99,4.539291143417358,6.044273037905692,NaN,1685821990.157464,NaN,0,{'runtime': 4}
138,fragrant-sweep-62,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.1,0.6,6.2548668384552,6.044273037905692,10.863401414289434,1685821976.847762,-4.819128376383742,0,{'runtime': 5}
139,stilted-sweep-61,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.9,7.221252918243408,25.82480636811087,9.845221231034314,1685821961.6705909,15.979585137076556,0,{'runtime': 5}
140,serene-sweep-60,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.5,0.6,6.340334177017212,25.688384263139756,2.4101660617647247,1685821944.7725592,23.278218201375033,0,{'runtime': 5}
141,zesty-sweep-59,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.1,0.9,6.25440788269043,6.044273037905692,7.609265004399483,1685821928.8690538,-1.5649919664937908,0,{'runtime': 5}
142,snowy-sweep-58,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.9,0.9,6.232778072357178,25.82480636811087,13.445422899288197,1685821913.7414432,12.379383468822676,0,{'runtime': 5}
143,clean-sweep-57,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.7,0.2,6.267554044723511,25.82480636811087,2.7452507489052937,1685821897.70667,23.07955561920558,0,{'runtime': 5}
144,serene-sweep-56,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.8,0.8,6.312031984329224,6.044273037905692,36.67484167366935,1685821881.759125,-30.630568635763655,0,{'runtime': 5}
145,northern-sweep-55,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.99,0.7,6.354033946990967,6.044273037905692,3.7516984228495462,1685821865.626013,2.292574615056146,0,{'runtime': 5}
146,clean-sweep-54,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.99,0.1,4.663311004638672,25.82480636811087,10000000000,1685821848.825394,-9999999974.175194,0,{'runtime': 3}
147,solar-sweep-53,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.7,6.246047019958496,6.044273037905692,6.033116225318486,1685821834.46862,0.011156812587206131,0,{'runtime': 5}
148,vocal-sweep-52,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.2,0.4,6.388969898223877,25.82480636811087,3.54775428960706,1685821818.6771898,22.27705207850381,0,{'runtime': 5}
149,sandy-sweep-51,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.5,0.7,6.312255144119263,25.82480636811087,2.8979536330063853,1685821803.400736,22.92685273510449,0,{'runtime': 5}
150,firm-sweep-50,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.4,0.3,6.568101167678833,6.044273037905692,27.860799306041923,1685821787.652821,-21.81652626813623,0,{'runtime': 6}
151,zany-sweep-49,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.2,0.2,6.60792088508606,25.688384263139756,4.793579302442099,1685821771.722653,20.894804960697655,0,{'runtime': 6}
152,treasured-sweep-48,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.2,0.99,6.40798807144165,25.82480636811087,331.1927397108432,1685821755.583101,-305.3679333427324,0,{'runtime': 5}
153,fallen-sweep-47,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.1,0.6,6.555378198623657,25.82480636811087,4.3509714710537635,1685821739.82715,21.473834897057102,0,{'runtime': 6}
154,worldly-sweep-46,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.4,0.6,6.519437074661255,6.044273037905692,8.545357386889457,1685821724.868156,-2.501084348983764,0,{'runtime': 5}
155,icy-sweep-45,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.99,0.3,6.4856579303741455,25.82480636811087,3.6708204010625023,1685821708.802568,22.153985967048367,0,{'runtime': 5}
156,eager-sweep-44,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.2,0.2,6.746580123901367,25.82480636811087,3.4549814784454966,1685821692.870839,22.369824889665377,0,{'runtime': 6}
157,jumping-sweep-43,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.9,0.2,6.457018136978149,25.688384263139756,44.4553773520164,1685821676.639054,-18.76699308887664,0,{'runtime': 5}
158,lyric-sweep-42,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.1,0.3,6.457143068313599,25.688384263139756,4.646073482849747,1685821661.714074,21.04231078029001,0,{'runtime': 5}
159,volcanic-sweep-41,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.5,0.4,6.389240026473999,6.044273037905692,6.283780267599033,1685821645.737952,-0.23950722969334048,0,{'runtime': 5}
160,grateful-sweep-40,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.4,6.527563095092773,6.044273037905692,6.849186556094887,1685821629.8817542,-0.8049135181891947,0,{'runtime': 5}
161,usual-sweep-39,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.5,0.1,3.2961220741271973,25.688384263139756,10000000000,1685821615.917172,-9999999974.311617,0,{'runtime': 2}
162,fancy-sweep-38,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.2,0.2,6.410311937332153,25.688384263139756,4.069849722700241,1685821603.76998,21.618534540439516,0,{'runtime': 5}
163,prime-sweep-37,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.8,0.9,6.553027868270874,25.688384263139756,5.865570486974855,1685821587.680637,19.8228137761649,0,{'runtime': 5}
164,sunny-sweep-36,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.4,0.7,6.558437824249268,6.044273037905692,6.77600780309625,1685821572.4218528,-0.7317347651905575,0,{'runtime': 6}
165,treasured-sweep-35,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.7,0.2,6.475380897521973,25.82480636811087,4.677763514419874,1685821556.062711,21.147042853691,0,{'runtime': 5}
166,frosty-sweep-34,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.1,0.99,4.357397079467773,6.044273037905692,NaN,1685821543.719742,NaN,0,{'runtime': 3}
167,vital-sweep-33,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.1,4.168735980987549,6.044273037905692,10000000000,1685821527.384403,-9999999993.955729,0,{'runtime': 3}
168,good-sweep-32,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.3,0.2,6.379508018493652,25.688384263139756,4.240565419072918,1685821513.711256,21.44781884406684,0,{'runtime': 5}
169,genial-sweep-31,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.2,6.244062900543213,6.044273037905692,5.524373842101133,1685821497.666729,0.5198991958045598,0,{'runtime': 5}
170,winter-sweep-30,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.2,0.1,3.319380044937134,25.688384263139756,10000000000,1685821484.791868,-9999999974.311617,0,{'runtime': 2}
171,revived-sweep-29,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.1,3.7132551670074463,6.044273037905692,10000000000,1685821474.213962,-9999999993.955729,0,{'runtime': 3}
172,glorious-sweep-28,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.3,0.9,6.545101881027222,6.044273037905692,9.376624378861967,1685821461.9839969,-3.3323513409562766,0,{'runtime': 6}
173,fine-sweep-27,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.3,0.6,6.5985190868377686,25.82480636811087,4.683248384713498,1685821445.6908312,21.141557983397373,0,{'runtime': 6}
174,solar-sweep-26,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.4,0.7,6.508959054946899,25.688384263139756,3.205271370621988,1685821430.5186272,22.483112892517767,0,{'runtime': 6}
175,honest-sweep-25,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.1,0.99,5.084820032119751,25.688384263139756,NaN,1685821412.90849,NaN,0,{'runtime': 4}
176,laced-sweep-24,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.1,0.7,6.326253890991211,25.688384263139756,3.785230061222679,1685821398.1876538,21.903154201917076,0,{'runtime': 5}
177,robust-sweep-23,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.5,0.7,6.221174955368042,6.044273037905692,7.635979505637675,1685821383.121336,-1.5917064677319823,0,{'runtime': 5}
178,sunny-sweep-22,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.3,0.9,6.479136228561401,6.044273037905692,9.864642854265442,1685821367.2011251,-3.82036981635975,0,{'runtime': 5}
179,glad-sweep-21,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.99,0.5,4.417769908905029,6.044273037905692,10000000000,1685821348.966018,-9999999993.955729,0,{'runtime': 3}
180,decent-sweep-20,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.3,0.2,6.55870509147644,25.688384263139756,5.024221255326844,1685821335.898977,20.664163007812913,0,{'runtime': 6}
181,ethereal-sweep-19,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.5,0.3,6.560838937759399,25.82480636811087,3.0247849413076353,1685821319.821584,22.800021426803234,0,{'runtime': 6}
182,misty-sweep-18,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.99,0.8,6.505385160446167,25.82480636811087,21.86152253263415,1685821303.7289112,3.963283835476716,0,{'runtime': 6}
183,vivid-sweep-17,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.8,6.300928831100464,25.688384263139756,6.483832735941848,1685821287.336656,19.204551527197907,0,{'runtime': 5}
184,fanciful-sweep-16,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.1,0.2,6.090901136398315,25.82480636811087,3.435454634451663,1685821272.211033,22.389351733659208,0,{'runtime': 5}
185,effortless-sweep-15,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.8,0.2,6.276986837387085,25.82480636811087,3.476394667651762,1685821256.449879,22.34841170045911,0,{'runtime': 5}
186,true-sweep-14,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.3,0.1,3.674603939056397,6.044273037905692,10000000000,1685821241.993003,-9999999993.955729,0,{'runtime': 3}
187,fluent-sweep-13,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.2,0.9,6.576915740966797,6.044273037905692,9.844440038560675,1685821221.7459269,-3.8001670006549846,0,{'runtime': 5}
188,apricot-sweep-12,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.4,0.5,6.572099924087524,25.688384263139756,2.814368028275391,1685821205.907539,22.874016234864364,0,{'runtime': 6}
189,lunar-sweep-11,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.3,0.3,6.259771108627319,25.688384263139756,5.2533417294151485,1685821189.645437,20.43504253372461,0,{'runtime': 5}
190,misunderstood-sweep-10,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.1,0.7,6.303584814071655,25.688384263139756,4.051723408628835,1685821174.740342,21.63666085451092,0,{'runtime': 5}
191,cool-sweep-9,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.99,0.7,6.186505079269409,25.688384263139756,4.389739638195351,1685821158.7057831,21.298644624944405,0,{'runtime': 5}
192,toasty-sweep-8,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.5,6.348861932754517,6.044273037905692,24.77042982409975,1685821142.73732,-18.726156786194057,0,{'runtime': 5}
193,noble-sweep-7,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.8,0.6,6.267063140869141,6.044273037905692,8.795832595841983,1685821126.494569,-2.7515595579362904,0,{'runtime': 5}
194,grateful-sweep-6,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.8,0.6,6.243746280670166,6.044273037905692,11.05054929765209,1685821111.4267032,-5.0062762597463975,0,{'runtime': 5}
195,dainty-sweep-5,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.5,0.8,6.260161876678467,25.688384263139756,5.552982401153802,1685821095.5600069,20.13540186198595,0,{'runtime': 5}
196,warm-sweep-4,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.1,0.1,2.569751024246216,25.82480636811087,10000000000,1685821080.940244,-9999999974.175194,0,{'runtime': 2}
197,helpful-sweep-3,IDHPDSAC,0.8,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.9,0.7,6.201689958572388,25.82480636811087,3.769628983959896,1685821068.704643,22.055177384150973,0,{'runtime': 5}
198,summer-sweep-2,IDHPDSAC,0.8,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.9,0.3,6.3094189167022705,25.688384263139756,30.779850278896433,1685821053.28518,-5.0914660157566765,0,{'runtime': 5}
199,zesty-sweep-1,IDHPDSAC,0.8,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.8,0.1,3.902021169662475,6.044273037905692,10000000000,1685821040.005443,-9999999993.955729,0,{'runtime': 3}
