,name,agent,lr_a_high,lr_c_high,sac_model,task_train,discount_factor,discount_factor_model,nmae_improvement,_step,_wandb,_runtime,sac_nmae,idhp_nmae,_timestamp
110,curious-sweep-90,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.7,0.7,12.962148800173043,0,{'runtime': 6},6.936422824859619,20.585377984797297,7.623229184624253,1685888666.475741
111,helpful-sweep-89,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.99,0.8,6.681646490688207,0,{'runtime': 6},6.869960784912109,14.965543983462323,8.283897492774116,1685888650.5419068
112,fresh-sweep-88,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.3,0.7,8.00804205481409,0,{'runtime': 6},7.174108982086182,16.011297433609993,8.003255378795902,1685888635.8976269
113,elated-sweep-87,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.7,0.2,8.215916140831698,0,{'runtime': 6},7.273051023483276,14.965543983462323,6.749627842630625,1685888619.77921
114,toasty-sweep-86,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.4,13.776925698020014,0,{'runtime': 6},7.0598249435424805,20.585377984797297,6.808452286777284,1685888604.370709
115,bright-sweep-85,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.7,0.6,8.902475192278107,0,{'runtime': 6},7.000530004501343,14.965543983462323,6.063068791184217,1685888589.019084
116,vocal-sweep-84,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.9,9.410202356857074,0,{'runtime': 6},6.804896116256714,16.011297433609993,6.60109507675292,1685888572.7023711
117,peachy-sweep-83,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.1,-9999999985.034456,0,{'runtime': 3},3.805572986602783,14.965543983462323,10000000000,1685888558.521987
118,misunderstood-sweep-82,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.1,0.3,11.023645995273244,0,{'runtime': 5},6.4112818241119385,16.011297433609993,4.987651438336747,1685888545.718602
119,charmed-sweep-81,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.9,0.4,12.67302376893041,0,{'runtime': 6},6.961441993713379,20.585377984797297,7.912354215866888,1685888530.708559
120,genial-sweep-80,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.1,0.4,12.97495813003948,0,{'runtime': 5},6.576317071914673,16.011297433609993,3.0363393035705153,1685888514.941206
121,scarlet-sweep-79,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.99,0.6,5.593285781512959,0,{'runtime': 6},6.50910210609436,14.965543983462323,9.372258201949364,1685888498.215029
122,light-sweep-78,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.7,0.4,10.590013027291342,0,{'runtime': 5},6.721553802490234,16.011297433609993,5.421284406318652,1685888483.277958
123,smart-sweep-77,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.4,0.4,9.474119399142523,0,{'runtime': 5},6.555384159088135,14.965543983462323,5.491424584319801,1685888466.513385
124,whole-sweep-76,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.4,0.1,-9999999979.41462,0,{'runtime': 2},3.829254150390625,20.585377984797297,10000000000,1685888443.70529
125,divine-sweep-75,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.3,0.5,8.018579841142316,0,{'runtime': 6},7.246845006942749,16.011297433609993,7.9927175924676765,1685888430.208658
126,floral-sweep-74,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.8,12.994556274225449,0,{'runtime': 6},6.786063194274902,20.585377984797297,7.59082171057185,1685888414.9199271
127,cerulean-sweep-73,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.7,0.3,7.914719587464034,0,{'runtime': 6},6.9651830196380615,14.965543983462323,7.05082439599829,1685888399.109336
128,resilient-sweep-72,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,12.150745259090607,0,{'runtime': 6},7.232922077178955,20.585377984797297,8.43463272570669,1685888383.1100411
129,toasty-sweep-71,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.7,0.6,12.722029312220693,0,{'runtime': 6},7.041001081466675,20.585377984797297,7.863348672576604,1685888367.548084
130,vibrant-sweep-70,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.3,0.8,7.904177582831489,0,{'runtime': 6},7.007935047149658,14.965543983462323,7.061366400630835,1685888351.358517
131,grateful-sweep-69,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.8,7.79538697190161,0,{'runtime': 6},6.802742004394531,14.965543983462323,7.170157011560714,1685888314.222215
132,worldly-sweep-68,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.7,0.99,-136.1013616351647,0,{'runtime': 6},6.740561008453369,20.585377984797297,156.686739619962,1685888298.32788
133,spring-sweep-67,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.4,0.9,10.89246267054586,0,{'runtime': 6},6.892589092254639,20.585377984797297,9.692915314251437,1685888282.6336472
134,dutiful-sweep-66,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.9,12.113663489383956,0,{'runtime': 6},6.623265981674194,20.585377984797297,8.471714495413341,1685888266.571414
135,restful-sweep-65,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.4,7.243383084736833,0,{'runtime': 6},6.866506099700928,14.965543983462323,7.72216089872549,1685888252.038201
136,blooming-sweep-64,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.8,0.1,-9999999985.034456,0,{'runtime': 3},3.6065380573272705,14.965543983462323,10000000000,1685888238.012303
137,fearless-sweep-63,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.4,0.99,NaN,0,{'runtime': 5},6.20517897605896,14.965543983462323,NaN,1685888224.812633
138,spring-sweep-62,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.9,0.4,14.323712798523164,0,{'runtime': 6},7.162558078765869,20.585377984797297,6.261665186274135,1685888210.022869
139,scarlet-sweep-61,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.2,0.8,11.50279545998561,0,{'runtime': 6},7.248732805252075,16.011297433609993,4.508501973624383,1685888194.255339
140,dazzling-sweep-60,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.1,0.7,13.734860334271248,0,{'runtime': 6},7.284512758255005,20.585377984797297,6.850517650526052,1685888178.4082088
141,divine-sweep-59,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.4,0.99,-133.1099627738785,0,{'runtime': 6},7.215423107147217,16.011297433609993,149.1212602074885,1685888162.534393
142,worthy-sweep-58,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.1,0.99,NaN,0,{'runtime': 5},5.835822105407715,16.011297433609993,NaN,1685888146.362831
143,fanciful-sweep-57,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.1,0.99,NaN,0,{'runtime': 6},7.030565023422241,20.585377984797297,NaN,1685888131.542058
144,summer-sweep-56,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.3,0.9,10.956394368064084,0,{'runtime': 7},7.661319971084595,20.585377984797297,9.628983616733212,1685888116.055021
145,dashing-sweep-55,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.8,0.99,-73.0043824350464,0,{'runtime': 6},7.000513076782227,14.965543983462323,87.96992641850872,1685888099.503535
146,fine-sweep-54,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.8,0.2,10.920736256244467,0,{'runtime': 6},6.700201988220215,20.585377984797297,9.66464172855283,1685888084.180508
147,misty-sweep-53,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.2,0.4,12.934451589368248,0,{'runtime': 5},6.505744934082031,16.011297433609993,3.076845844241746,1685888067.910568
148,giddy-sweep-52,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.1,-9999999983.988705,0,{'runtime': 3},3.4812710285186768,16.011297433609993,10000000000,1685888054.09129
149,quiet-sweep-51,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.8,0.2,8.823339453640466,0,{'runtime': 6},6.652356147766113,14.965543983462323,6.142204529821857,1685888041.4077911
150,lucky-sweep-50,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.2,0.7,6.8464658044202995,0,{'runtime': 5},6.453753232955933,16.011297433609993,9.164831629189694,1685888025.386114
151,elated-sweep-49,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.4,0.2,9.088190493463587,0,{'runtime': 6},6.498117923736572,14.965543983462323,5.877353489998735,1685888009.448817
152,eternal-sweep-48,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.4,0.3,13.63159976931749,0,{'runtime': 5},6.45711088180542,20.585377984797297,6.953778215479807,1685887993.594256
153,magic-sweep-47,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.9,9.845007402930758,0,{'runtime': 6},6.503649950027466,20.585377984797297,10.74037058186654,1685887977.915894
154,smooth-sweep-46,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.7,8.8192595416281,0,{'runtime': 6},6.526654243469238,14.965543983462323,6.146284441834223,1685887962.05593
155,super-sweep-45,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.2,0.9,8.135133225048216,0,{'runtime': 5},6.491766929626465,16.011297433609993,7.876164208561777,1685887947.208875
156,zesty-sweep-44,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.8,0.2,10.871943045552053,0,{'runtime': 5},6.233428001403809,20.585377984797297,9.713434939245246,1685887931.038731
157,vocal-sweep-43,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.5,0.3,9.105642762021802,0,{'runtime': 5},6.382504224777222,14.965543983462323,5.859901221440522,1685887915.3396611
158,eternal-sweep-42,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.9,0.1,-9999999985.034456,0,{'runtime': 1},2.3555750846862793,14.965543983462323,10000000000,1685887900.46463
159,fancy-sweep-41,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.99,0.3,11.866207295875892,0,{'runtime': 5},6.42158317565918,16.011297433609993,4.145090137734101,1685887888.553348
160,dry-sweep-40,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.99,0.4,9.298363601503029,0,{'runtime': 5},6.460172891616821,14.965543983462323,5.6671803819592945,1685887872.5767128
161,electric-sweep-39,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.7,0.3,8.087804301139885,0,{'runtime': 5},6.4852330684661865,14.965543983462323,6.877739682322439,1685887857.627058
162,stoic-sweep-38,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.2,0.6,9.255547788934216,0,{'runtime': 5},6.436026096343994,14.965543983462323,5.709996194528109,1685887841.683872
163,hardy-sweep-37,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.5,0.7,7.563312333173471,0,{'runtime': 6},6.597513198852539,16.011297433609993,8.447985100436522,1685887825.953349
164,sparkling-sweep-36,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.4,0.9,8.634530584311957,0,{'runtime': 5},6.457926034927368,16.011297433609993,7.376766849298037,1685887809.851017
165,amber-sweep-35,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.99,0.99,-319.92840182318633,0,{'runtime': 5},6.527369976043701,16.011297433609993,335.9396992567963,1685887794.965159
166,zesty-sweep-34,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.5,0.1,-9999999983.988705,0,{'runtime': 2},3.17148494720459,16.011297433609993,10000000000,1685887780.574326
167,soft-sweep-33,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.5,10.593130580650206,0,{'runtime': 6},6.915111064910889,20.585377984797297,9.992247404147092,1685887768.356744
168,swift-sweep-32,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.99,0.6,11.947883748332536,0,{'runtime': 5},6.46155309677124,20.585377984797297,8.637494236464761,1685887751.922379
169,resilient-sweep-31,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.8,0.6,13.268753450905542,0,{'runtime': 5},6.4315290451049805,20.585377984797297,7.316624533891755,1685887735.918189
170,frosty-sweep-30,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.5,0.5,10.96395978892513,0,{'runtime': 5},6.251871109008789,20.585377984797297,9.621418195872169,1685887719.815766
171,true-sweep-29,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.7,0.3,11.130062837149453,0,{'runtime': 5},6.474859237670898,16.011297433609993,4.881234596460541,1685887705.1066082
172,devout-sweep-28,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.1,0.6,9.270473589840329,0,{'runtime': 5},6.5100462436676025,14.965543983462323,5.695070393621995,1685887689.1791842
173,fanciful-sweep-27,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.2,0.1,-9999999979.41462,0,{'runtime': 2},3.1682932376861572,20.585377984797297,10000000000,1685887674.8280342
174,true-sweep-26,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.9,9.410202356857074,0,{'runtime': 5},6.275582790374756,16.011297433609993,6.60109507675292,1685887663.0411708
175,grateful-sweep-25,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.7,0.2,7.377408223362108,0,{'runtime': 5},6.461731910705566,14.965543983462323,7.588135760100215,1685887647.141886
176,volcanic-sweep-24,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.99,0.4,10.693748721475185,0,{'runtime': 5},6.404966115951538,16.011297433609993,5.317548712134808,1685887631.109558
177,fallen-sweep-23,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.1,0.5,10.277497844216128,0,{'runtime': 5},6.374806880950928,20.585377984797297,10.30788014058117,1685887613.489616
178,silvery-sweep-22,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.5,0.8,7.552499192632702,0,{'runtime': 6},6.65535306930542,14.965543983462323,7.413044790829621,1685887597.648159
179,classic-sweep-21,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.8,0.3,10.404898299133675,0,{'runtime': 5},6.203163146972656,20.585377984797297,10.180479685663622,1685887582.0557702
180,sage-sweep-20,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.5,0.9,10.822367937021689,0,{'runtime': 5},6.534306049346924,20.585377984797297,9.76301004777561,1685887567.286873
181,feasible-sweep-19,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.7,0.1,-9999999979.41462,0,{'runtime': 2},3.083531141281128,20.585377984797297,10000000000,1685887552.692846
182,glowing-sweep-18,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.1,0.99,-404.73414230845015,0,{'runtime': 5},6.2274980545043945,20.585377984797297,425.3195202932474,1685887539.9569411
183,floral-sweep-17,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.9,0.4,13.91364717671426,0,{'runtime': 5},6.210503101348877,20.585377984797297,6.671730808083036,1685887523.9958131
184,rare-sweep-16,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.1,0.5,10.760015716940837,0,{'runtime': 6},6.57953405380249,20.585377984797297,9.825362267856462,1685887508.564019
185,sandy-sweep-15,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.5,10.375729792508537,0,{'runtime': 5},6.224549770355225,20.585377984797297,10.209648192288762,1685887492.256678
186,fancy-sweep-14,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.5,0.6,9.012875394158671,0,{'runtime': 5},6.218257904052734,14.965543983462323,5.952668589303652,1685887477.1584508
187,glorious-sweep-13,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.1,0.8,12.470325688065158,0,{'runtime': 5},6.244706869125366,20.585377984797297,8.11505229673214,1685887461.204263
188,dry-sweep-12,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.7,0.8,11.708297541489808,0,{'runtime': 5},6.294262886047363,16.011297433609993,4.3029998921201855,1685887445.293252
189,smooth-sweep-11,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.3,0.7,8.63337974174825,0,{'runtime': 6},6.563633918762207,14.965543983462323,6.332164241714073,1685887429.683838
190,decent-sweep-10,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.8,0.4,8.235891519841562,0,{'runtime': 5},6.438829183578491,16.011297433609993,7.775405913768431,1685887413.623628
191,radiant-sweep-9,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.2,0.99,NaN,0,{'runtime': 4},4.604804039001465,14.965543983462323,NaN,1685887396.934561
192,generous-sweep-8,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.99,0.8,11.724384925840734,0,{'runtime': 5},6.494726896286011,20.585377984797297,8.860993058956563,1685887382.659196
193,hearty-sweep-7,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.5,0.6,6.723792748598349,0,{'runtime': 5},6.309278964996338,16.011297433609993,9.287504685011644,1685887366.420755
194,deep-sweep-6,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.9,0.1,-9999999985.034456,0,{'runtime': 3},3.82784104347229,14.965543983462323,10000000000,1685887348.950474
195,curious-sweep-5,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.8,7.749093380884141,0,{'runtime': 5},6.49523401260376,14.965543983462323,7.216450602578182,1685887335.460823
196,astral-sweep-4,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.2,0.4,9.29172183307511,0,{'runtime': 5},6.4607110023498535,14.965543983462323,5.673822150387213,1685887319.493025
197,earnest-sweep-3,IDHPSAC,0.1,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.8,0.6,9.127464974745536,0,{'runtime': 5},6.291194915771484,14.965543983462323,5.838079008716787,1685887303.44066
198,lemon-sweep-2,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.1,0.9,9.087562308792135,0,{'runtime': 5},6.260152816772461,16.011297433609993,6.923735124817858,1685887287.5188649
199,vocal-sweep-1,IDHPSAC,0.1,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.8,0.4,13.057109249631877,0,{'runtime': 5},6.248922824859619,20.585377984797297,7.528268735165421,1685887271.651872
