,name,agent,lr_a_high,lr_c_high,sac_model,task_train,discount_factor,discount_factor_model,_timestamp,nmae_improvement,_step,_wandb,_runtime,sac_nmae,idhp_nmae
83,polished-sweep-117,IDHPSAC,0.4,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685809113.7376902,15.64877774026007,0.0,{'runtime': 5},6.131019115447998,20.585377984797297,4.936600244537228
84,glorious-sweep-116,IDHPSAC,0.01,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,1685809097.525873,-1.318749921821892,0.0,{'runtime': 5},6.039106845855713,14.965543983462323,16.284293905284215
85,fancy-sweep-115,IDHPSAC,0.4,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,1685809082.5422752,10.22768509547446,0.0,{'runtime': 5},6.195704221725464,16.011297433609993,5.783612338135532
86,playful-sweep-114,IDHPSAC,0.0005,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685809066.603955,-12.614367776345908,0.0,{'runtime': 5},6.271865129470825,20.585377984797297,33.199745761143205
87,light-sweep-113,IDHPSAC,1e-05,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,1685809045.058225,-106.78908041518604,0.0,{'runtime': 5},6.45694899559021,16.011297433609993,122.80037784879605
88,rare-sweep-112,IDHPSAC,0.7,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,1685809028.863816,9.520732363664404,0.0,{'runtime': 6},6.590659141540527,16.011297433609993,6.490565069945588
89,firm-sweep-111,IDHPSAC,0.3,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685809012.378558,15.320126379962833,0.0,{'runtime': 5},6.303376913070679,20.585377984797297,5.2652516048344635
90,vivid-sweep-110,IDHPSAC,0.3,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685808996.339895,13.970947185712198,0.0,{'runtime': 5},6.179933071136475,20.585377984797297,6.6144307990851
91,astral-sweep-109,IDHPSAC,0.01,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,1685808981.489547,-0.12805138873047994,0.0,{'runtime': 5},6.2640509605407715,16.011297433609993,16.139348822340473
92,pleasant-sweep-108,IDHPSAC,0.005,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,1685808965.451566,-3.791228102548951,0.0,{'runtime': 5},6.127732038497925,14.965543983462323,18.75677208601127
93,deep-sweep-107,IDHPSAC,0.4,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685808949.520659,14.668657701081576,0.0,{'runtime': 5},6.1187169551849365,20.585377984797297,5.916720283715724
94,dazzling-sweep-106,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,1685808933.804996,7.696439485186751,0.0,{'runtime': 5},6.251689910888672,16.011297433609993,8.314857948423242
95,genial-sweep-105,IDHPSAC,0.0005,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685808918.020708,-11.925780079185778,0.0,{'runtime': 5},6.461692094802856,20.585377984797297,32.511158063983075
96,clean-sweep-104,IDHPSAC,0.01,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,1685808901.719959,-0.6698367582267934,0.0,{'runtime': 5},6.105751991271973,14.965543983462323,15.635380741689117
97,graceful-sweep-103,IDHPSAC,0.005,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,1685808886.4585989,-12.045053706567554,0.0,{'runtime': 6},6.729136943817139,16.011297433609993,28.056351140177547
98,swept-sweep-102,IDHPSAC,0.1,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,1685808871.512665,6.000381998528567,0.0,{'runtime': 6},6.71429705619812,16.011297433609993,10.010915435081426
99,easy-sweep-101,IDHPSAC,0.8,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685808855.345783,13.299299983270158,0.0,{'runtime': 6},6.774557113647461,20.585377984797297,7.286078001527139
100,radiant-sweep-100,IDHPSAC,0.7,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685808839.0278242,15.427545042481269,0.0,{'runtime': 6},6.650092124938965,20.585377984797297,5.157832942316031
101,denim-sweep-99,IDHPSAC,0.0005,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,1685808824.204754,-18.774390208704887,0.0,{'runtime': 6},7.073858976364136,14.965543983462323,33.73993419216721
102,revived-sweep-98,IDHPSAC,0.5,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,1685808807.739464,9.754244383591534,0.0,{'runtime': 6},6.717682123184204,14.965543983462323,5.21129959987079
103,bumbling-sweep-97,IDHPSAC,0.9,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685808791.703664,15.061512966264756,0.0,{'runtime': 6},6.6517980098724365,20.585377984797297,5.5238650185325415
104,olive-sweep-96,IDHPSAC,0.001,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,1685808777.05524,-14.040959921973636,0.0,{'runtime': 6},7.13941502571106,14.965543983462323,29.00650390543596
105,leafy-sweep-95,IDHPSAC,1e-05,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,1685808760.713921,-106.87286159542644,0.0,{'runtime': 6},6.937464952468872,16.011297433609993,122.88415902903644
106,earthy-sweep-94,IDHPSAC,0.7,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685808744.588501,15.185442550258164,0.0,{'runtime': 6},6.937474966049194,20.585377984797297,5.399935434539134
107,silver-sweep-93,IDHPSAC,0.0001,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685808729.062598,-12.606665144217333,0.0,{'runtime': 6},6.658742904663086,20.585377984797297,33.19204312901463
108,lunar-sweep-92,IDHPSAC,0.5,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,1685808712.698417,8.307826972463268,0.0,{'runtime': 5},6.486454963684082,16.011297433609993,7.703470461146725
109,upbeat-sweep-91,IDHPSAC,0.0001,0.001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,1685808697.354248,-12.404644882152835,0.0,{'runtime': 6},7.083142995834351,20.585377984797297,32.990022866950135
110,earnest-sweep-90,IDHPSAC,5e-05,0.001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,1685808680.977909,-72.77110565715647,0.0,{'runtime': 6},6.875591039657593,16.011297433609993,88.78240309076646
111,worthy-sweep-89,IDHPSAC,0.005,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,1685808666.165254,-4.082671734907434,0.0,{'runtime': 6},7.037597894668579,14.965543983462323,19.048215718369757
112,restful-sweep-88,IDHPSAC,0.001,0.001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,1685808649.865794,-12.564832065604866,0.0,{'runtime': 6},6.863353967666626,14.965543983462323,27.53037604906719
