,name,lr_a_high,lr_c_high,sac_model,task_train,discount_factor,discount_factor_model,_step,_wandb,_runtime,sac_nmae,idhp_nmae,_timestamp,nmae_improvement
123,snowy-sweep-77,0.005,0.05,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.148269891738892,20.585377984797297,12.481503723013484,1685774578.2638369,8.103874261783814
124,vocal-sweep-76,0.6,0.01,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.00869107246399,20.585377984797297,6.305484751545594,1685774556.383878,14.279893233251704
125,generous-sweep-75,0.1,0.8,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.8056318759918213,14.965543983462323,10000000000.0,1685774538.4770298,-9999999985.034456
126,effortless-sweep-74,0.3,0.01,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.089319944381714,14.965543983462323,5.221240098320814,1685774525.093826,9.744303885141507
127,swift-sweep-73,5e-05,0.05,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.0313241481781,20.585377984797297,33.06691571181316,1685774504.4012852,-12.481537727015862
128,azure-sweep-72,0.3,0.0001,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.139662027359009,20.585377984797297,6.967954825281192,1685774482.768192,13.617423159516106
129,playful-sweep-71,0.0001,0.7,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.892711162567139,14.965543983462323,10000000000.0,1685774464.843054,-9999999985.034456
130,sunny-sweep-70,0.0001,0.0005,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.002711057662964,14.965543983462323,42.3672494397506,1685774451.267524,-27.401705456288276
131,stellar-sweep-69,0.9,0.0001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.066096067428589,16.011297433609993,5.392395704739968,1685774429.60504,10.618901728870023
132,hardy-sweep-68,0.2,0.1,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.052613019943236,14.965543983462323,8.49366938865545,1685774408.888362,6.471874594806874
133,frosty-sweep-67,0.005,0.8,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 3},3.679879903793335,20.585377984797297,10000000000.0,1685774387.834708,-9999999979.41462
134,silvery-sweep-66,1e-05,0.005,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.167747974395752,14.965543983462323,43.14533696613541,1685774372.432962,-28.179792982673085
135,lunar-sweep-65,0.05,0.6,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.191176891326904,16.011297433609993,4.995702809561896,1685774350.839274,11.015594624048097
136,curious-sweep-64,5e-05,0.0005,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.00886869430542,14.965543983462323,43.10321802579982,1685774330.0105548,-28.137674042337498
137,serene-sweep-63,0.3,0.0005,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.214373111724854,16.011297433609993,6.181032087828831,1685774309.529901,9.83026534578116
138,effortless-sweep-62,0.0001,0.9,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},2.019683837890625,16.011297433609993,10000000000.0,1685774291.571421,-9999999983.988705
139,sunny-sweep-61,0.0001,5e-05,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 9},9.604533910751345,16.011297433609993,104.54846363101892,1685774278.407846,-88.53716619740894
140,flowing-sweep-60,0.2,0.05,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.007638931274414,20.585377984797297,9.797860941256872,1685774256.014967,10.787517043540426
141,super-sweep-59,0.005,0.005,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.173375129699709,20.585377984797297,25.00180508109648,1685774235.5099251,-4.416427096299181
142,distinctive-sweep-58,0.05,0.005,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.035906791687012,14.965543983462323,6.79736281311345,1685774214.7241669,8.168181170348873
143,twilight-sweep-57,0.2,0.8,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.90321683883667,20.585377984797297,10000000000.0,1685774196.8537118,-9999999979.41462
144,proud-sweep-56,0.5,0.005,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.197674989700316,14.965543983462323,6.4134511739754,1685774183.391936,8.552092809486924
145,effortless-sweep-55,0.7,0.7,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.8718690872192385,16.011297433609993,10000000000.0,1685774165.353615,-9999999983.988705
146,dulcet-sweep-54,0.05,0.7,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.944230079650879,16.011297433609993,10000000000.0,1685774154.713465,-9999999983.988705
147,laced-sweep-53,0.8,0.01,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.055246114730837,20.585377984797297,5.1247973131468,1685774140.13433,15.460580671650495
148,astral-sweep-52,0.6,0.6,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.979353189468384,20.585377984797297,10000000000.0,1685774122.4130602,-9999999979.41462
149,restful-sweep-51,1e-05,5e-05,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},8.959995985031128,14.965543983462323,43.40338587084593,1685774108.731771,-28.437841887383605
150,vibrant-sweep-50,1e-05,0.01,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.101251125335692,14.965543983462323,42.954794914141566,1685774087.138072,-27.98925093067924
151,dainty-sweep-49,0.2,0.4,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},2.0609889030456543,14.965543983462323,10000000000.0,1685774069.5405009,-9999999985.034456
152,unique-sweep-48,0.001,0.0001,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.017946004867554,14.965543983462323,28.80665098245932,1685774055.777044,-13.841106998996995
153,comfy-sweep-47,5e-05,5e-05,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.03565001487732,20.585377984797297,33.33722507033832,1685774035.074431,-12.751847085541025
154,legendary-sweep-46,0.6,0.6,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.8294939994812012,14.965543983462323,10000000000.0,1685774017.143539,-9999999985.034456
155,polished-sweep-45,0.0001,0.005,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.002876043319702,14.965543983462323,37.4825588038506,1685774002.676809,-22.517014820388276
156,solar-sweep-44,1e-05,0.6,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.85699200630188,14.965543983462323,10000000000.0,1685773984.681387,-9999999985.034456
157,robust-sweep-43,0.0001,0.0001,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.066644191741943,16.011297433609993,112.79321045711175,1685773971.18073,-96.78191302350176
158,hardy-sweep-42,0.6,0.8,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.8615949153900144,14.965543983462323,10000000000.0,1685773953.2667038,-9999999985.034456
159,azure-sweep-41,0.7,0.05,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.063973188400269,16.011297433609993,8.95021453558984,1685773939.8235362,7.061082898020153
160,stellar-sweep-40,0.0005,0.1,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.025651216506958,20.585377984797297,23.55420360600473,1685773919.085199,-2.968825621207433
161,celestial-sweep-39,0.05,0.005,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.10218906402588,16.011297433609993,14.82697722683982,1685773896.472696,1.184320206770174
162,charmed-sweep-38,0.0005,0.01,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.080651998519896,16.011297433609993,21.868488421526067,1685773875.595945,-5.8571909879160735
163,feasible-sweep-37,0.9,0.6,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.8166999816894531,16.011297433609993,10000000000.0,1685773857.430304,-9999999983.988705
164,glowing-sweep-36,5e-05,0.005,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.105837106704712,16.011297433609993,90.07008861884184,1685773843.95759,-74.05879118523184
165,gentle-sweep-35,0.005,0.1,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.021592855453491,16.011297433609993,7.196615502677751,1685773822.248808,8.814681930932242
166,zany-sweep-34,0.0001,0.01,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.030380964279177,20.585377984797297,31.735602380985036,1685773801.637735,-11.150224396187738
167,clean-sweep-33,0.4,0.8,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.9206743240356443,16.011297433609993,10000000000.0,1685773783.8770182,-9999999983.988705
168,tough-sweep-32,0.0005,1e-05,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.07174587249756,20.585377984797297,33.36159545444257,1685773770.367142,-12.776217469645276
169,stoic-sweep-31,0.01,0.8,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.078083992004396,20.585377984797297,8.332864060710278,1685773749.693908,12.25251392408702
170,likely-sweep-30,5e-05,0.9,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.8731050491333008,14.965543983462323,10000000000.0,1685773731.733999,-9999999985.034456
171,true-sweep-29,0.2,0.6,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.8627910614013672,16.011297433609993,10000000000.0,1685773721.028592,-9999999983.988705
172,usual-sweep-28,0.2,0.05,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.098390102386476,16.011297433609993,15.443443501245165,1685773706.495404,0.5678539323648302
173,driven-sweep-27,0.0001,0.6,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},2.1087586879730225,16.011297433609993,10000000000.0,1685773688.7705238,-9999999983.988705
174,usual-sweep-26,0.3,0.01,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.024627923965454,20.585377984797297,4.9390372013881265,1685773674.937367,15.64634078340917
175,drawn-sweep-25,0.05,0.5,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.065088748931885,14.965543983462323,6.379599349715841,1685773654.344978,8.585944633746482
176,warm-sweep-24,0.001,0.2,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},8.995273113250732,14.965543983462323,16.348262855544004,1685773632.578526,-1.3827188720816803
177,crimson-sweep-23,0.05,0.4,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.005559921264648,16.011297433609993,5.8801060138063495,1685773613.942904,10.131191419803644
178,fragrant-sweep-22,0.001,0.6,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},2.299914836883545,16.011297433609993,10000000000.0,1685773594.6334898,-9999999983.988705
179,still-sweep-21,0.1,0.01,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.283655166625977,16.011297433609993,17.05845958617762,1685773580.295438,-1.0471621525676262
180,iconic-sweep-20,0.2,0.6,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},2.2592790126800537,16.011297433609993,10000000000.0,1685773558.012532,-9999999983.988705
181,kind-sweep-19,0.01,0.2,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.356112241744995,20.585377984797297,8.684119532001176,1685773543.7015932,11.90125845279612
182,still-sweep-18,5e-05,0.1,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.385662078857422,20.585377984797297,32.51933442847221,1685773523.281562,-11.933956443674916
183,playful-sweep-17,0.005,1e-05,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.207674980163574,20.585377984797297,32.955134194715605,1685773500.926192,-12.369756209918307
184,clean-sweep-16,0.01,0.9,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.263545036315918,20.585377984797297,8.40263201844696,1685773478.643332,12.182745966350335
185,eager-sweep-15,0.7,1e-05,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.194565773010254,14.965543983462323,4.681403480443146,1685773458.1478689,10.284140503019175
186,noble-sweep-14,0.3,0.005,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.018696069717407,14.965543983462323,6.473914707878892,1685773435.820509,8.491629275583431
187,charmed-sweep-13,0.1,0.4,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},2.394434928894043,14.965543983462323,10000000000.0,1685773417.387133,-9999999985.034456
188,dauntless-sweep-12,0.5,0.4,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},2.3034870624542236,16.011297433609993,10000000000.0,1685773398.0105212,-9999999983.988705
189,swept-sweep-11,0.0005,0.5,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},2.1821279525756836,14.965543983462323,10000000000.0,1685773386.4978828,-9999999985.034456
190,efficient-sweep-10,5e-05,0.05,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.226269006729126,16.011297433609993,86.15740079484561,1685773372.091524,-70.14610336123562
191,driven-sweep-9,0.5,0.1,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.28755497932434,20.585377984797297,6.598767386519115,1685773351.82629,13.986610598278183
192,eternal-sweep-8,0.3,0.9,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.8821921348571775,16.011297433609993,10000000000.0,1685773333.242773,-9999999983.988705
193,different-sweep-7,1e-05,0.7,SAC-citation/denim-leaf-172,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},2.0682179927825928,14.965543983462323,10000000000.0,1685773322.504653,-9999999985.034456
194,vocal-sweep-6,0.001,0.9,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},1.9724857807159424,20.585377984797297,10000000000.0,1685773310.232998,-9999999979.41462
195,sage-sweep-5,0.8,0.7,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 1},2.223410129547119,20.585377984797297,10000000000.0,1685773291.165976,-9999999979.41462
196,jumping-sweep-4,0.005,0.1,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.237109184265137,16.011297433609993,11.005189824565136,1685773276.819564,5.006107609044857
197,warm-sweep-3,0.9,0.005,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.365278959274292,20.585377984797297,4.883782173442733,1685773254.6630569,15.701595811354563
198,soft-sweep-2,0.5,0.1,SAC-citation/firm-feather-173,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.739902973175049,20.585377984797297,7.1009965086268,1685773234.188981,13.484381476170498
199,wild-sweep-1,0.0005,0.4,SAC-citation/divine-grass-171,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 8},9.202697992324827,16.011297433609993,15.21141685661359,1685773212.33273,0.7998805769964026
